"","Tree","loglik.1Rate","AIC.1Rate","AICc.1Rate","rate.cat.1Rate","solution1to0.1Rate","solution0to1.1Rate","index.mat1to0.1Rate","index.mat0to1.1Rate","iterations.1Rate","eigval.1Rate","eigvect.1Rate","loglik.2Rate","AIC.2Rate","AICc.2Rate","rate.cat.2Rate","solution1R1to0R1.2Rate","solution0R2to0R1.2Rate","solution0R1to1R1.2Rate","solution1R2to1R1.2Rate","solution0R1to0R2.2Rate","solution1R2to0R2.2Rate","solution1R1to1R2.2Rate","solution0R2to1R2.2Rate","index.mat1R1to0R1.2Rate","index.mat0R2to0R1.2Rate","index.mat0R1to1R1.2Rate","index.mat1R2to1R1.2Rate","index.mat0R1to0R2.2Rate","index.mat1R2to0R2.2Rate","index.mat1R1to1R2.2Rate","index.mat0R2to1R2.2Rate","iterations.2Rate","eigval.2Rate","eigvect.2Rate","Best"
"1",228,-69.6308499178513,143.261699835703,143.301833614967,1,0.000530169614565662,0.000390428911095901,1,2,NA,NA,NA,-63.6409213293152,143.28184265863,143.773310235422,2,0.00609199054008269,0.00757942165619205,2.06115362243856e-09,0.001276927248014,0.000170242123001011,2.06115362243856e-09,2.06115362243856e-09,0.00239050526919546,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"2",364,-68.5239313936462,141.047862787292,141.087996566557,1,0.00124331222642901,0.000153849841120121,1,2,NA,NA,NA,-61.4858314595744,138.971662919149,139.463130495941,2,0.00598837003695319,0.00986873847110872,2.06115362243856e-09,0.00149541140130117,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.00300893446902564,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"3",1260,-68.7523884731275,141.504776946255,141.544910725519,1,0.00128512346000743,0.000160063115106071,1,2,NA,NA,NA,-61.7003754113087,139.400750822617,139.892218399409,2,0.00560955648637643,0.0104980073091478,2.06115362243856e-09,0.00169604847787184,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.00305521960940642,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"4",1599,-69.0347831385768,142.069566277154,142.109700056418,1,0.000566720763704714,0.000390318109447197,1,2,NA,NA,NA,-61.4718297646053,138.943659529211,139.435127106002,2,0.003695951717853,0.00879365695973405,2.06115362243856e-09,0.00272059344493301,2.06115362243856e-09,2.06115362243856e-09,0.0126689310766651,0.00315425055746197,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"5",2030,-68.21022679391,140.42045358782,140.460587367084,1,0.0012343792882413,0.000159155201402322,1,2,NA,NA,NA,-61.8387676186325,139.677535237265,140.169002814057,2,2.06115362243856e-09,0.00866131346606733,2.06115362243856e-09,0.00529613788418462,2.06115362243856e-09,0.00164989819057142,2.06115362243856e-09,0.00323353193717493,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"6",2701,-68.948108013459,141.896216026918,141.936349806182,1,0.000544653813436206,0.000389863841493064,1,2,NA,NA,NA,-61.6712377264121,139.342475452824,139.833943029616,2,0.00456432979570567,0.00858169652238328,2.06115362243856e-09,0.00263269807233482,2.06115362243856e-09,2.06115362243856e-09,0.0159737577040614,0.00303444801670971,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"7",2791,-66.5126463452155,137.025292690431,137.065426469695,1,0.000459258166229685,0.000378727888510914,1,2,NA,NA,NA,-59.8094411349339,135.618882269868,136.11034984666,2,0.00183791153635629,0.00779998738096621,2.06115362243856e-09,0.003218700690345,2.06115362243856e-09,2.06115362243856e-09,0.00721810713135147,0.00261353860285176,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"8",3637,-69.0099118078186,142.019823615637,142.059957394901,1,0.00120732392328558,0.000157987871627587,1,2,NA,NA,NA,-62.5125398232236,141.025079646447,141.516547223239,2,2.06115362243856e-09,0.00773398393617365,2.06115362243856e-09,0.00468072848821319,2.06115362243856e-09,0.00134046248470827,2.06115362243856e-09,0.00296567595328739,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"9",3914,-65.5751884047254,135.150376809451,135.190510588715,1,0.000516732160250209,0.000366815000186293,1,2,NA,NA,NA,-59.5772853174501,135.1545706349,135.646038211692,2,0.00292121253074001,0.00707226323503397,2.06115362243856e-09,0.00295398540515022,2.06115362243856e-09,2.06115362243856e-09,0.0107076203682424,0.00235764646906138,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"10",4199,-70.1441337076234,144.288267415247,144.328401194511,1,0.00120251656288991,0.000150355281308617,1,2,NA,NA,NA,-62.5346257064355,141.069251412871,141.560718989663,2,0.0061802026446416,0.00979286952596825,2.06115362243856e-09,0.00132594117625605,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.00325280753211149,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
