"","Tree","loglik.1Rate","AIC.1Rate","AICc.1Rate","rate.cat.1Rate","solution1to0.1Rate","solution0to1.1Rate","index.mat1to0.1Rate","index.mat0to1.1Rate","iterations.1Rate","eigval.1Rate","eigvect.1Rate","loglik.2Rate","AIC.2Rate","AICc.2Rate","rate.cat.2Rate","solution1R1to0R1.2Rate","solution0R2to0R1.2Rate","solution0R1to1R1.2Rate","solution1R2to1R1.2Rate","solution0R1to0R2.2Rate","solution1R2to0R2.2Rate","solution1R1to1R2.2Rate","solution0R2to1R2.2Rate","index.mat1R1to0R1.2Rate","index.mat0R2to0R1.2Rate","index.mat0R1to1R1.2Rate","index.mat1R2to1R1.2Rate","index.mat0R1to0R2.2Rate","index.mat1R2to0R2.2Rate","index.mat1R1to1R2.2Rate","index.mat0R2to1R2.2Rate","iterations.2Rate","eigval.2Rate","eigvect.2Rate","Best"
"1",228,-88.3018173908253,180.603634781651,180.643768560915,1,0.00149791603341952,0.000279704982595617,1,2,NA,NA,NA,-77.1909714373147,170.381942874629,170.873410451421,2,2.06115362243856e-09,0.00526665675998674,2.06115362243856e-09,0.00665178504444573,0.000206120899768222,0.00215532432489946,2.06115362243856e-09,0.00459816201392917,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"2",364,-86.8038063396598,177.60761267932,177.647746458584,1,0.00161221069546228,0.000275781851958675,1,2,NA,NA,NA,-76.9591116699067,169.918223339813,170.409690916605,2,0.0411422486498887,0.00534923798785512,2.06115362243856e-09,0.000714366305458655,0.000161283258962148,2.06115362243856e-09,2.06115362243856e-09,0.00440789105580102,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"3",1260,-86.243927800981,176.487855601962,176.527989381226,1,0.0016741992925104,0.000289991941786173,1,2,NA,NA,NA,-77.051545539942,170.103091079884,170.594558656676,2,0.000515140125061712,0.0132989292994711,2.06115362243856e-09,0.00477608250678702,2.06115362243856e-09,0.00959110472156457,2.06115362243856e-09,0.00473209781297444,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"4",1599,-86.8790560655384,177.758112131077,177.798245910341,1,0.0014941843199084,0.000289072253067383,1,2,NA,NA,NA,-76.333709273799,168.667418547598,169.15888612439,2,2.06115362243856e-09,0.00602809819645793,2.06115362243856e-09,0.00516935246450262,2.06115362243856e-09,0.00166000641305678,2.06115362243856e-09,0.00425604306692394,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"5",2030,-86.2694871447762,176.538974289552,176.579108068817,1,0.00157678401073503,0.000311980644243282,1,2,NA,NA,NA,-76.6077217828948,169.21544356579,169.706911142581,2,0.000477116570713125,0.0119656723825543,2.06115362243856e-09,0.00400660605806323,2.06115362243856e-09,0.00864987588564782,2.06115362243856e-09,0.00556777183779494,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"6",2701,-86.5972104860835,177.194420972167,177.234554751431,1,0.00154182661289005,0.000282032919765677,1,2,NA,NA,NA,-76.6256980481144,169.251396096229,169.742863673021,2,2.06115362243856e-09,0.00585331729054707,2.06115362243856e-09,0.00503038171299259,6.62221548805939e-05,0.00157711702673733,2.06115362243856e-09,0.00406169227794155,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"7",2791,-86.6426840405221,177.285368081044,177.325501860308,1,0.00133080401586165,0.000265843059499509,1,2,NA,NA,NA,-75.5847709565861,167.169541913172,167.661009489964,2,0.000409889819748395,0.0129599407939268,2.06123355618212e-09,0.00415118611820292,2.06115362243856e-09,0.00846111069237837,2.06115362243856e-09,0.0053463816076678,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"8",3637,-87.0437350210262,178.087470042052,178.127603821317,1,0.00152376972736815,0.000296587468612012,1,2,NA,NA,NA,-77.4093636480436,170.818727296087,171.310194872879,2,2.06115362243856e-09,0.00482147304317285,2.06115362243856e-09,0.00585091857398032,0.000289880071121355,0.00169482691306829,2.06115362243856e-09,0.00404035382551834,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"9",3914,-85.2013142207191,174.402628441438,174.442762220702,1,0.00142846213249427,0.000255159083972252,1,2,NA,NA,NA,-74.6866754238237,165.373350847647,165.864818424439,2,2.06115362243856e-09,0.00539417465810922,2.06115362243856e-09,0.00420646817516936,2.0637958528961e-09,0.00154375081971083,2.06115362243856e-09,0.00361142921146202,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"10",4199,-87.7581460039414,179.516292007883,179.556425787147,1,0.00151672001628045,0.00027104261438318,1,2,NA,NA,NA,-77.2296595064421,170.459319012884,170.950786589676,2,0.000440557616113784,0.0133585845325874,2.06115362243856e-09,0.00429542966197707,2.06115362243856e-09,0.00953054777171295,2.06115362243856e-09,0.00582923807239473,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
