"","Tree","loglik.1Rate","AIC.1Rate","AICc.1Rate","rate.cat.1Rate","solution1to0.1Rate","solution0to1.1Rate","index.mat1to0.1Rate","index.mat0to1.1Rate","iterations.1Rate","eigval.1Rate","eigvect.1Rate","loglik.2Rate","AIC.2Rate","AICc.2Rate","rate.cat.2Rate","solution1R1to0R1.2Rate","solution0R2to0R1.2Rate","solution0R1to1R1.2Rate","solution1R2to1R1.2Rate","solution0R1to0R2.2Rate","solution1R2to0R2.2Rate","solution1R1to1R2.2Rate","solution0R2to1R2.2Rate","index.mat1R1to0R1.2Rate","index.mat0R2to0R1.2Rate","index.mat0R1to1R1.2Rate","index.mat1R2to1R1.2Rate","index.mat0R1to0R2.2Rate","index.mat1R2to0R2.2Rate","index.mat1R1to1R2.2Rate","index.mat0R2to1R2.2Rate","iterations.2Rate","eigval.2Rate","eigvect.2Rate","Best"
"1",153,-86.2703933424544,176.540786684909,176.580920464173,1,0.000458086738572837,0.000637997494957783,1,2,NA,NA,NA,-75.5090915876887,167.018183175377,167.509650752169,2,2.06115362243856e-09,0.0069275327686769,2.06115362243856e-09,0.00839902860844936,0.000314228505179391,0.00257935761343698,2.06115362243856e-09,0.00426003232849982,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"2",244,-84.0193044672289,172.038608934458,172.078742713722,1,0.00116390929692751,0.000414236101158855,1,2,NA,NA,NA,-74.1212794899794,164.242558979959,164.734026556751,2,2.06115362243856e-09,0.00685897503442154,2.06115362243856e-09,0.00859477437984092,0.000270043940004361,0.0025003774634761,2.06115362243856e-09,0.0039326716994857,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"3",1165,-83.2357841673556,170.471568334711,170.511702113975,1,0.000556612534215147,0.000658970765532306,1,2,NA,NA,NA,-73.5826790091373,163.165358018275,163.656825595066,2,2.06115362243856e-09,0.00705316758846437,2.06115362243856e-09,0.00852728856022934,5.45140894208807e-05,0.00268794334534454,2.06115362243856e-09,0.00356812690589097,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"4",1193,-83.0676219589983,170.135243917997,170.175377697261,1,0.0012888367655516,0.000393120503052292,1,2,NA,NA,NA,-75.5901097185831,167.180219437166,167.671687013958,2,0.000568253177337292,0.00970090363657197,2.06115362243856e-09,0.00918660231353042,9.83257524640646e-05,0.0108851779604838,2.06115362243856e-09,0.00417976845598358,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"5",1423,-85.8239128177104,175.647825635421,175.687959414685,1,0.00121809826073382,0.000429629941214378,1,2,NA,NA,NA,-75.5054321252344,167.010864250469,167.502331827261,2,8.79625148706924e-05,0.00994957374786428,2.06115362243856e-09,0.00906050166543946,2.06115362243856e-09,0.0149010311270787,0.000881282781483959,0.00569859914233373,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"6",1770,-84.1761360000799,172.35227200016,172.392405779424,1,0.00118932644441267,0.000401606998458073,1,2,NA,NA,NA,-74.3872044621723,164.774408924345,165.265876501136,2,0.000488127905648793,0.00917636690129136,2.06115362243856e-09,0.00855752137599601,2.06115362243856e-09,0.0149682002122351,2.06115362243856e-09,0.00539205756338197,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"7",2206,-83.2726655866045,170.545331173209,170.585464952473,1,0.00122187927670597,0.000438005443652421,1,2,NA,NA,NA,-74.4995599737261,164.999119947452,165.490587524244,2,0.00053271250694627,0.010210433366906,2.06115362243856e-09,0.00911364901341241,2.06115362243856e-09,0.0135917147960662,2.06115362243856e-09,0.00540735112461024,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"8",2451,-84.1858549744153,172.371709948831,172.411843728095,1,0.000612208029426266,0.000666985839059538,1,2,NA,NA,NA,-74.6124765569114,165.224953113823,165.716420690615,2,2.06115362243856e-09,0.00686670153545417,2.06115362243856e-09,0.00847329134976688,0.000189722305432737,0.00289056523479522,2.06115362243856e-09,0.00386253282669925,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"9",2635,-83.9828664781148,171.96573295623,172.005866735494,1,0.00127703518538698,0.000418647887448931,1,2,NA,NA,NA,-75.3985334944777,166.797066988955,167.288534565747,2,2.06115362243856e-09,0.00895614285157638,2.06115362243856e-09,0.0101016318937338,3.51762075711116e-05,0.00915441780939691,0.0014110418226473,0.00374842426150588,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"10",3493,-82.0722155608846,168.144431121769,168.184564901033,1,0.000962523521044023,0.000350197974094655,1,2,NA,NA,NA,-73.2272463598486,162.454492719697,162.945960296489,2,0.00132496515755381,0.00489295606326574,2.06115362243856e-09,0.00119668559093923,0.000134388552370659,2.06115362243856e-09,2.06115362243856e-09,0.00261720604411791,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
