"","Tree","loglik.1Rate","AIC.1Rate","AICc.1Rate","rate.cat.1Rate","solution1to0.1Rate","solution0to1.1Rate","index.mat1to0.1Rate","index.mat0to1.1Rate","iterations.1Rate","eigval.1Rate","eigvect.1Rate","loglik.2Rate","AIC.2Rate","AICc.2Rate","rate.cat.2Rate","solution1R1to0R1.2Rate","solution0R2to0R1.2Rate","solution0R1to1R1.2Rate","solution1R2to1R1.2Rate","solution0R1to0R2.2Rate","solution1R2to0R2.2Rate","solution1R1to1R2.2Rate","solution0R2to1R2.2Rate","index.mat1R1to0R1.2Rate","index.mat0R2to0R1.2Rate","index.mat0R1to1R1.2Rate","index.mat1R2to1R1.2Rate","index.mat0R1to0R2.2Rate","index.mat1R2to0R2.2Rate","index.mat1R1to1R2.2Rate","index.mat0R2to1R2.2Rate","iterations.2Rate","eigval.2Rate","eigvect.2Rate","Best"
"1",153,-79.5976102137546,163.195220427509,163.235354206773,1,0.000523574918609687,0.00051614783565175,1,2,NA,NA,NA,-69.5737889349175,155.147577869835,155.639045446627,2,2.06115362243856e-09,0.00745368218084752,2.06115362243856e-09,0.0111028410184309,2.06115362243856e-09,0.00532984392551883,2.06115362243856e-09,0.00346142075561846,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"2",244,-77.9717547794672,159.943509558934,159.983643338199,1,0.000539112005304259,0.000534641542249999,1,2,NA,NA,NA,-69.4039334046522,154.807866809304,155.299334386096,2,2.06115362243856e-09,0.00732098891606336,2.06115362243856e-09,0.0117175537891828,8.83570570245682e-05,0.00428926980700877,2.06115362243856e-09,0.00326519171693575,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"3",1165,-77.4673175858216,158.934635171643,158.974768950907,1,0.000601415977854164,0.000518952748141034,1,2,NA,NA,NA,-68.1310825992893,152.262165198579,152.75363277537,2,2.06115362243856e-09,0.00762208708517024,2.06115362243856e-09,0.012416500865681,2.06115362243856e-09,0.0054847006089364,2.06115362243856e-09,0.00333892746567905,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"4",1193,-78.5465134323661,161.093026864732,161.133160643996,1,0.00061134643861547,0.000561367137393213,1,2,NA,NA,NA,-70.4500112714998,156.900022543,157.391490119791,2,2.06115362243856e-09,0.00699674088003456,2.06115362243856e-09,0.0114973305617022,7.25353938818503e-05,0.00357009266455609,2.06115362243856e-09,0.00320303441669296,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"5",1423,-79.9516589136601,163.90331782732,163.943451606584,1,0.000816006540125086,0.000462376846228998,1,2,NA,NA,NA,-69.768230987676,155.536461975352,156.027929552144,2,2.06115362243856e-09,0.00876296875504777,2.06115362243856e-09,0.0101903220780261,2.06115362243856e-09,0.00620985823593787,2.06115362243856e-09,0.00350960579499206,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"6",1770,-78.7260108581672,161.452021716334,161.492155495599,1,0.000563091196950034,0.000514703142608336,1,2,NA,NA,NA,-69.4683692544262,154.936738508852,155.428206085644,2,2.06115362243856e-09,0.0071098604771984,2.06115362243856e-09,0.0109804071912548,2.06115362243856e-09,0.00411844864569745,2.06115362243856e-09,0.00318192681926585,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"7",2206,-78.7292642645879,161.458528529176,161.49866230844,1,0.000622920620798718,0.000530463306128579,1,2,NA,NA,NA,-70.2110392038408,156.422078407682,156.913545984474,2,2.06115362243856e-09,0.00795304384297949,2.06115362243856e-09,0.0126322884591427,2.06115362243856e-09,0.00442891053430167,2.06115362243856e-09,0.00326817580676562,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"8",2451,-78.1904614727804,160.380922945561,160.421056724825,1,0.000585264037065778,0.000538672192178121,1,2,NA,NA,NA,-69.0950736170162,154.190147234032,154.681614810824,2,2.06115362243856e-09,0.00713086301158323,2.06115362243856e-09,0.0113703647362476,2.06115362243856e-09,0.00455394700021664,2.06115362243856e-09,0.00338043865783298,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"9",2635,-80.840852228679,165.681704457358,165.721838236622,1,0.000591856235536402,0.000523882202136156,1,2,NA,NA,NA,-70.9919952958607,157.983990591721,158.475458168513,2,2.06115362243856e-09,0.0080712187063815,2.06115362243856e-09,0.0128192317330355,2.06115362243856e-09,0.00497500136012359,2.06115362243856e-09,0.00355873521427472,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"10",3493,-78.563076757861,161.126153515722,161.166287294986,1,0.000446089515544959,0.000479564782552866,1,2,NA,NA,NA,-69.1046537030301,154.20930740606,154.700774982852,2,2.06115362243856e-09,0.00681754927409456,2.06115362243856e-09,0.00775292915953191,2.06115362243856e-09,0.00511129366909887,2.06115362243856e-09,0.0030343409197272,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
