"","Tree","loglik.1Rate","AIC.1Rate","AICc.1Rate","rate.cat.1Rate","solution1to0.1Rate","solution0to1.1Rate","index.mat1to0.1Rate","index.mat0to1.1Rate","iterations.1Rate","eigval.1Rate","eigvect.1Rate","loglik.2Rate","AIC.2Rate","AICc.2Rate","rate.cat.2Rate","solution1R1to0R1.2Rate","solution0R2to0R1.2Rate","solution0R1to1R1.2Rate","solution1R2to1R1.2Rate","solution0R1to0R2.2Rate","solution1R2to0R2.2Rate","solution1R1to1R2.2Rate","solution0R2to1R2.2Rate","index.mat1R1to0R1.2Rate","index.mat0R2to0R1.2Rate","index.mat0R1to1R1.2Rate","index.mat1R2to1R1.2Rate","index.mat0R1to0R2.2Rate","index.mat1R2to0R2.2Rate","index.mat1R1to1R2.2Rate","index.mat0R2to1R2.2Rate","iterations.2Rate","eigval.2Rate","eigvect.2Rate","Best"
"1",153,-85.3154375375249,174.63087507505,174.671008854314,1,0.00100884492498696,0.000416038148939843,1,2,NA,NA,NA,-74.4172758091141,164.834551618228,165.32601919502,2,2.06115362243856e-09,0.0116957493052573,2.06115362243856e-09,0.00816487532278731,0.000130688550856093,0.0178497828325563,0.000923733096155674,0.0105590283539797,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"2",244,-83.0763564341657,170.152712868331,170.192846647596,1,0.000999122898176449,0.000446269041576501,1,2,NA,NA,NA,-73.9752831164165,163.950566232833,164.442033809625,2,2.06115362243856e-09,0.00726556933345259,2.06115362243856e-09,0.00566407280728774,0.000148020607979059,0.002011332319963,2.06115362243856e-09,0.00433094271967946,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"3",1165,-83.6691878003998,171.3383756008,171.378509380064,1,0.000796790870916134,0.000595846837492309,1,2,NA,NA,NA,-73.2865763700833,162.573152740167,163.064620316958,2,2.06115362243856e-09,0.00748819223561891,2.06115362243856e-09,0.00660667878151528,7.85037337313639e-05,0.00254668249755808,2.06115362243856e-09,0.00440829034436687,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"4",1193,-82.675792372005,169.35158474401,169.391718523274,1,0.00120546413687203,0.000390313141232561,1,2,NA,NA,NA,-74.3440421061867,164.688084212373,165.179551789165,2,0.000345385846650643,0.0110238281898998,2.06115362243856e-09,0.00790528816960248,2.06115362243856e-09,0.0112184062353471,0.000523031734564415,0.00631288664766968,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"5",1423,-84.3560850299456,172.712170059891,172.752303839155,1,0.00105719363771795,0.000454529012499549,1,2,NA,NA,NA,-74.4998466063568,164.999693212714,165.491160789505,2,2.06115362243856e-09,0.0106812227842735,2.06115362243856e-09,0.00850540231492119,2.06115362243856e-09,0.0127052453582792,0.00110009831600215,0.00694165655206522,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"6",1770,-82.6902454707993,169.380490941599,169.420624720863,1,0.0010813640537775,0.000418599499763847,1,2,NA,NA,NA,-73.407616654059,162.815233308118,163.30670088491,2,2.06115362243856e-09,0.00989078392678355,2.06115362243856e-09,0.00881106951763786,2.06115362243856e-09,0.0118543101976184,0.00128003814836631,0.00613407153590971,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"7",2206,-83.0173247691431,170.034649538286,170.07478331755,1,0.00115411687514032,0.000395877994837269,1,2,NA,NA,NA,-73.7714831164077,163.542966232815,164.034433809607,2,0.000527748616861744,0.0134838525283268,2.06115362243856e-09,0.00737949325817503,2.06115362243856e-09,0.0109461062656076,6.63950536891198e-05,0.00622416754058152,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"8",2451,-84.5788972468243,173.157794493649,173.197928272913,1,0.000793288997712942,0.00060560611004655,1,2,NA,NA,NA,-73.6149819048336,163.229963809667,163.721431386459,2,2.06115362243856e-09,0.00703426688168726,2.06115362243856e-09,0.00647214979510029,0.000130884568300238,0.00249849729429658,2.06115362243856e-09,0.00490604597894435,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"9",2635,-84.3623669185489,172.724733837098,172.764867616362,1,0.0011562570333943,0.000405089375341493,1,2,NA,NA,NA,-74.3998795353587,164.799759070717,165.291226647509,2,2.06115362243856e-09,0.00714308865046753,2.06115362243856e-09,0.00659401186591255,0.000128569719832426,0.00222960554006835,2.06115362243856e-09,0.00475424497451205,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"10",3493,-81.458873157681,166.917746315362,166.957880094626,1,0.000825278707884411,0.000365063942689489,1,2,NA,NA,NA,-73.133980091196,162.267960182392,162.759427759184,2,2.06115362243856e-09,0.00691146143485878,2.06115362243856e-09,0.00488972273892091,2.06115362243856e-09,0.002773375845417,2.06115362243856e-09,0.00355279210474839,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
