"","Tree","loglik.1Rate","AIC.1Rate","AICc.1Rate","rate.cat.1Rate","solution1to0.1Rate","solution0to1.1Rate","index.mat1to0.1Rate","index.mat0to1.1Rate","iterations.1Rate","eigval.1Rate","eigvect.1Rate","loglik.2Rate","AIC.2Rate","AICc.2Rate","rate.cat.2Rate","solution1R1to0R1.2Rate","solution0R2to0R1.2Rate","solution0R1to1R1.2Rate","solution1R2to1R1.2Rate","solution0R1to0R2.2Rate","solution1R2to0R2.2Rate","solution1R1to1R2.2Rate","solution0R2to1R2.2Rate","index.mat1R1to0R1.2Rate","index.mat0R2to0R1.2Rate","index.mat0R1to1R1.2Rate","index.mat1R2to1R1.2Rate","index.mat0R1to0R2.2Rate","index.mat1R2to0R2.2Rate","index.mat1R1to1R2.2Rate","index.mat0R2to1R2.2Rate","iterations.2Rate","eigval.2Rate","eigvect.2Rate","Best"
"1",153,-80.7896895432598,165.57937908652,165.619512865784,1,0.00143011384130032,0.000158935430340376,1,2,NA,NA,NA,-72.9452514517654,161.890502903531,162.381970480323,2,0.000652924929184037,0.00456927188680015,2.06115362243856e-09,0.0112268030250942,8.3075704828017e-05,2.06115362243856e-09,2.06115362243856e-09,0.00480257340071135,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"2",244,-81.6564175315606,167.312835063121,167.352968842385,1,0.00151149802848607,0.000172401477573637,1,2,NA,NA,NA,-73.5380269344007,163.076053868801,163.567521445593,2,0.000767223550600201,0.00390652675131006,2.06115362243856e-09,0.00828303342849382,0.000139660025082409,2.06115362243856e-09,2.06115362243856e-09,0.00541393055215028,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"3",1165,-81.4010761945156,166.802152389031,166.842286168295,1,0.00161896829047307,0.000166437923050185,1,2,NA,NA,NA,-73.012596399609,162.025192799218,162.51666037601,2,0.00485449664345465,0.00707148371587073,2.06115362243856e-09,0.00234215328961422,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.00463956801398128,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"4",1193,-80.1305341763613,164.261068352723,164.301202131987,1,0.00163204465720378,0.000174742512697999,1,2,NA,NA,NA,-74.2836417777442,164.567283555488,165.05875113228,2,0.000831072448309801,0.00459843230094394,2.06115362243856e-09,0.00771974287258456,0.00012639476223443,0.000690628347288716,2.06115362243856e-09,0.00554941362770726,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"5",1423,-81.8350260901741,167.670052180348,167.710185959612,1,0.00155753456051212,0.000176228202744138,1,2,NA,NA,NA,-73.7783977068401,163.55679541368,164.048262990472,2,0.000599990352677752,0.00804963946491589,2.06115362243856e-09,0.0135684342557977,2.06115362243856e-09,0.0116496209042811,2.06115362243856e-09,0.00805264594551041,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"6",1770,-79.9365024551533,163.873004910307,163.913138689571,1,0.00155890860319097,0.000156410748562601,1,2,NA,NA,NA,-72.6335185279015,161.267037055803,161.758504632595,2,0.00398870399206198,0.00674798733027171,2.06115362243856e-09,0.00187960996821948,2.06115362243856e-09,0.000293286480721195,2.06115362243856e-09,0.0044622956912553,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"7",2206,-80.6527449561295,165.305489912259,165.345623691523,1,0.00161807917095675,0.000172525916240826,1,2,NA,NA,NA,-72.9885625857622,161.977125171524,162.468592748316,2,0.00323788980368043,0.00704806415961127,2.06115362243856e-09,0.00330899493235806,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.00486831755060176,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"8",2451,-82.3713246003341,168.742649200668,168.782782979932,1,0.00158290656181294,0.000171828983712317,1,2,NA,NA,NA,-73.6169075613228,163.233815122646,163.725282699437,2,0.0034859571342931,0.00585756198042901,2.06115362243856e-09,0.00227496974802279,4.49100741128866e-05,0.000188070413657152,2.06115362243856e-09,0.00527444722673749,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"9",2635,-81.1848150178909,166.369630035782,166.409763815046,1,0.00164472217126872,0.000157230878457717,1,2,NA,NA,NA,-73.6111543313959,163.222308662792,163.713776239584,2,0.000820319646071125,0.00431825947493614,2.06115362243856e-09,0.0105958036445596,0.000117460241293348,2.06115362243856e-09,2.06115362243856e-09,0.00540389841395764,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"10",3493,-78.5133047106683,161.026609421337,161.066743200601,1,0.00121755795122056,0.000152412401020705,1,2,NA,NA,NA,-71.4318471507506,158.863694301501,159.355161878293,2,0.00237636061917241,0.00542094364753485,2.06115362243856e-09,0.00229175722880517,2.06115362243856e-09,3.64463422982768e-05,2.06115362243856e-09,0.00377128981322831,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
