"","Tree","loglik.1Rate","AIC.1Rate","AICc.1Rate","rate.cat.1Rate","solution1to0.1Rate","solution0to1.1Rate","index.mat1to0.1Rate","index.mat0to1.1Rate","iterations.1Rate","eigval.1Rate","eigvect.1Rate","loglik.2Rate","AIC.2Rate","AICc.2Rate","rate.cat.2Rate","solution1R1to0R1.2Rate","solution0R2to0R1.2Rate","solution0R1to1R1.2Rate","solution1R2to1R1.2Rate","solution0R1to0R2.2Rate","solution1R2to0R2.2Rate","solution1R1to1R2.2Rate","solution0R2to1R2.2Rate","index.mat1R1to0R1.2Rate","index.mat0R2to0R1.2Rate","index.mat0R1to1R1.2Rate","index.mat1R2to1R1.2Rate","index.mat0R1to0R2.2Rate","index.mat1R2to0R2.2Rate","index.mat1R1to1R2.2Rate","index.mat0R2to1R2.2Rate","iterations.2Rate","eigval.2Rate","eigvect.2Rate","Best"
"1",228,-81.931818010341,167.863636020682,167.903769799946,1,0.00117945362144701,0.000273506258862019,1,2,NA,NA,NA,-75.4041713050749,166.80834261015,167.299810186942,2,0.000361314937059273,0.0193815122320248,2.06115362243856e-09,0.00650010982602058,0.000805616218650567,0.00590620415313775,2.06115362243856e-09,0.00557158157715849,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"2",364,-81.0230480714528,166.046096142906,166.08622992217,1,0.00127272539843987,0.000252679644284091,1,2,NA,NA,NA,-74.63072016663,165.26144033326,165.752907910052,2,0.00034995148105769,0.0142431519725131,2.06115362243856e-09,0.00589724904222095,0.000530985930105395,0.00553723849117411,2.06115362243856e-09,0.00252830244440606,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"3",1260,-79.3320133509828,162.664026701966,162.70416048123,1,0.00133477737574673,0.000247097442621328,1,2,NA,NA,NA,-73.5197618285324,163.039523657065,163.530991233857,2,0.000376641927172005,0.0146039137349135,2.06115362243856e-09,0.00659960860193651,0.000731457776178098,0.00586812049912604,2.06115362243856e-09,0.00247741503267611,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"4",1599,-80.396972494583,164.793944989166,164.83407876843,1,0.00119137414158696,0.000260080451114099,1,2,NA,NA,NA,-73.7325846344158,163.465169268832,163.956636845623,2,0.000339231312155676,0.01545045787031,2.06115362243856e-09,0.00656965537637196,0.000615463188574994,0.00636495333179228,2.06115362243856e-09,0.00364910969829659,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"5",2030,-79.1471901435264,162.294380287053,162.334514066317,1,0.00130771800405832,0.000269180076617168,1,2,NA,NA,NA,-73.2916821738225,162.583364347645,163.074831924437,2,0.000381036908600857,0.0149648660981292,2.06115362243856e-09,0.00524257492245785,0.000811572198917733,0.00537572849219799,2.06115362243856e-09,0.00287216263542851,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"6",2701,-80.7317730094554,165.463546018911,165.503679798175,1,0.00129903097619078,0.000248612666451463,1,2,NA,NA,NA,-74.5855355866147,165.171071173229,165.662538750021,2,0.000390987866487152,0.0149365329153538,2.06115362243856e-09,0.00581903475408006,0.000650065714561988,0.00593438570639843,2.06115362243856e-09,0.00281696160918997,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"7",2791,-80.4452120266207,164.890424053241,164.930557832506,1,0.00106793515627443,0.000242645155716272,1,2,NA,NA,NA,-73.666088501344,163.332177002688,163.82364457948,2,0.000327307962376987,0.0141091709319206,2.06115362243856e-09,0.00561391774156153,0.000493067272238198,0.00552177750471684,2.06115362243856e-09,0.00324637977236488,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"8",3637,-79.3412879028124,162.682575805625,162.722709584889,1,0.00124782948169294,0.000259038124261161,1,2,NA,NA,NA,-72.9000800280978,161.800160056196,162.291627632987,2,2.06115362243856e-09,0.0163024674391831,2.06115362243856e-09,0.00581998581116341,0.00098691031004941,0.00545357947716218,0.000903868797305996,0.0029230784530413,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"9",3914,-78.3560295368615,160.712059073723,160.752192852987,1,0.0011515981611328,0.000246350875850521,1,2,NA,NA,NA,-72.4969313302215,160.993862660443,161.485330237235,2,0.000385419140588237,0.0119894420462066,2.06115362243856e-09,0.0062661965388947,0.000680577035660921,0.00587409376853966,2.06115362243856e-09,0.00253899733952211,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"10",4199,-80.7963953721443,165.592790744289,165.632924523553,1,0.00123997885315552,0.000247503486941505,1,2,NA,NA,NA,-74.4140151505893,164.828030301179,165.31949787797,2,0.000328128283613481,0.0137483317069031,2.06115362243856e-09,0.00580632842373979,0.000527346206251294,0.00567223285132467,2.06115362243856e-09,0.0025292453118939,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"11",4384,-79.58635113538,163.17270227076,163.212836050024,1,0.00126608595491453,0.000265646998652756,1,2,NA,NA,NA,-73.2413325263211,162.482665052642,162.974132629434,2,0.000402604464345651,0.0132800331810586,2.06115362243856e-09,0.00571212436813136,0.000447951687030807,0.00593583091667512,2.06115362243856e-09,0.0029640758591105,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"12",5042,-79.1454646215677,162.290929243135,162.3310630224,1,0.00107604490850689,0.000230237482387738,1,2,NA,NA,NA,-72.9412729066469,161.882545813294,162.374013390086,2,2.06115362243856e-09,0.0129242063416359,2.06115362243856e-09,0.00426683318919522,0.000594034013384343,0.00330690351670368,2.06115362243856e-09,0.00225482457091443,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"13",5097,-80.2669051058894,164.533810211779,164.573943991043,1,0.00135887940343474,0.000274260191004549,1,2,NA,NA,NA,-74.2269652821227,164.453930564245,164.945398141037,2,0.000372552221499555,0.0145061807073663,2.06115362243856e-09,0.00612809960578779,0.000850351488197806,0.00609520729243356,2.06115362243856e-09,0.00265270944535772,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"14",5143,-81.0272843138251,166.05456862765,166.094702406914,1,0.00149902716856975,0.000282069304930268,1,2,NA,NA,NA,-75.197800367794,166.395600735588,166.88706831238,2,0.000474437369121194,0.0215837572987827,2.06115362243856e-09,0.00648790071890248,0.00110982592769962,0.00648723252309772,2.06115362243856e-09,0.00464978723557744,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"15",5220,-76.6244295491883,157.248859098377,157.288992877641,1,0.00130281787629856,0.000229197592940135,1,2,NA,NA,NA,-71.6908441747878,159.381688349576,159.873155926367,2,2.06115362243856e-09,0.0129922704501766,2.06115362243856e-09,0.00468600671509061,0.000812773839544939,0.00387749855644435,0.00119043825678526,0.00222356656199383,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"16",5434,-78.9540419474872,161.908083894974,161.948217674239,1,0.00111883660866231,0.000234080230125319,1,2,NA,NA,NA,-72.8321903114764,161.664380622953,162.155848199745,2,0.00029428400978598,0.0123665810964178,2.06115362243856e-09,0.00604641536453283,0.000795694059179995,0.00543128234722697,2.06115362243856e-09,0.00219570000084498,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"17",5488,-79.319063912779,162.638127825558,162.678261604822,1,0.00126748738167501,0.000267924782933621,1,2,NA,NA,NA,-73.4453095048868,162.890619009774,163.382086586565,2,0.000388403677535821,0.0151244598783828,2.06115362243856e-09,0.0056911713995305,0.000957398811956939,0.00567507384014781,2.06115362243856e-09,0.0030052894102707,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"18",5568,-79.6678522528564,163.335704505713,163.375838284977,1,0.00121128727922265,0.000247067355079257,1,2,NA,NA,NA,-74.1201188367561,164.240237673512,164.731705250304,2,0.000387763211173105,0.0137867426675311,2.06115362243856e-09,0.00529137443370882,0.000748079694247234,0.00490883976987495,2.06115362243856e-09,0.00262571159203655,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"19",6492,-79.6527081587672,163.305416317534,163.345550096799,1,0.0011953091718882,0.000253928725818543,1,2,NA,NA,NA,-73.5945753750573,163.189150750115,163.680618326906,2,0.000318796467323481,0.0148926286153137,2.06115362243856e-09,0.00527025958356002,0.000715097795814073,0.0049485322619921,2.06115362243856e-09,0.00285601998677676,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"20",7158,-79.3900457438269,162.780091487654,162.820225266918,1,0.0011944873990086,0.000250855721075413,1,2,NA,NA,NA,-73.7446731739952,163.48934634799,163.980813924782,2,2.06115362243856e-09,0.0132224355398187,2.06115362243856e-09,0.00459527820386103,0.000666249310521301,0.00348996729133365,8.0775617319899e-05,0.00243549004127266,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"21",7434,-81.1286433007085,166.257286601417,166.297420380681,1,0.00121848580041965,0.000267488157690156,1,2,NA,NA,NA,-73.9611542676522,163.922308535304,164.413776112096,2,0.000299824886231165,0.0145267057267526,2.06115362243856e-09,0.00657516805837908,0.000845291922307635,0.00655415219630118,2.06115362243856e-09,0.00261783555822334,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"22",7438,-80.1157950318514,164.231590063703,164.271723842967,1,0.0011142603035653,0.000234112739940296,1,2,NA,NA,NA,-74.2411997275018,164.482399455004,164.973867031795,2,2.06115362243856e-09,0.0128181645007773,2.06115362243856e-09,0.00486837929998764,0.000801006665474347,0.00351907410759882,2.06115362243856e-09,0.0020517030406506,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
