"","Tree","loglik.1Rate","AIC.1Rate","AICc.1Rate","rate.cat.1Rate","solution1to0.1Rate","solution0to1.1Rate","index.mat1to0.1Rate","index.mat0to1.1Rate","iterations.1Rate","eigval.1Rate","eigvect.1Rate","loglik.2Rate","AIC.2Rate","AICc.2Rate","rate.cat.2Rate","solution1R1to0R1.2Rate","solution0R2to0R1.2Rate","solution0R1to1R1.2Rate","solution1R2to1R1.2Rate","solution0R1to0R2.2Rate","solution1R2to0R2.2Rate","solution1R1to1R2.2Rate","solution0R2to1R2.2Rate","index.mat1R1to0R1.2Rate","index.mat0R2to0R1.2Rate","index.mat0R1to1R1.2Rate","index.mat1R2to1R1.2Rate","index.mat0R1to0R2.2Rate","index.mat1R2to0R2.2Rate","index.mat1R1to1R2.2Rate","index.mat0R2to1R2.2Rate","iterations.2Rate","eigval.2Rate","eigvect.2Rate","Best"
"1",153,-82.3993100224181,168.798620044836,168.8387538241,1,0.00117763340444353,0.000238887332870863,1,2,NA,NA,NA,-74.3680341256666,164.736068251333,165.227535828125,2,2.06115362243856e-09,0.00668781192413367,2.06115362243856e-09,0.00601769904903691,0.000374702561568333,0.00187628800674558,2.06115362243856e-09,0.00575122333408763,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"2",244,-83.6269015727024,171.253803145405,171.293936924669,1,0.00121380699952808,0.00027299387476876,1,2,NA,NA,NA,-75.8167350714824,167.633470142965,168.124937719757,2,2.06115362243856e-09,0.00576473635096627,2.06115362243856e-09,0.00664765635697864,0.000384964510126911,0.00184064331438584,2.06115362243856e-09,0.00580420579444875,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"3",1165,-82.8944416692346,169.788883338469,169.829017117733,1,0.00135666942478367,0.000252687327952101,1,2,NA,NA,NA,-74.1649936622011,164.329987324402,164.821454901194,2,2.06115362243856e-09,0.0102531971764321,2.06115362243856e-09,0.00585516082165866,2.06115362243856e-09,0.00899101274439824,0.00124610807598963,0.00227169903619703,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"4",1193,-80.8308704677451,165.66174093549,165.701874714754,1,0.00135966411026739,0.000282887482273119,1,2,NA,NA,NA,-75.2990593985368,166.598118797074,167.089586373865,2,0.00602752308641509,0.00685241484621395,2.06115362243856e-09,0.00278005856505561,0.000479958189823012,2.06121076560059e-09,0.0167845385777126,0.00569306383158245,1,2,3,4,5,6,7,8,NA,NA,NA,"1Rate"
"5",1423,-83.3919773502751,170.78395470055,170.824088479814,1,0.00131062727878533,0.000274843678119692,1,2,NA,NA,NA,-75.7155814768863,167.431162953773,167.922630530564,2,2.06115362243856e-09,0.00958927700749973,2.06115362243856e-09,0.00629592413843881,2.06115362243856e-09,0.0082882691186899,0.00131657410247835,0.00215906701861368,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"6",1770,-81.5513311455392,167.102662291078,167.142796070343,1,0.00127263693172259,0.000256045015825826,1,2,NA,NA,NA,-74.0827201962827,164.165440392565,164.656907969357,2,2.06115362243856e-09,0.0096195726443449,2.06115362243856e-09,0.00627883585152903,2.06115362243856e-09,0.00819250639980381,0.0013392207619264,0.0031515488571745,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"7",2206,-81.5659436776825,167.131887355365,167.172021134629,1,0.0013288108570968,0.000289883222924112,1,2,NA,NA,NA,-73.8399894988637,163.679978997727,164.171446574519,2,2.06115362243856e-09,0.0109613770664189,2.06115362243856e-09,0.00675816194498582,2.06115362243856e-09,0.00898096904553406,0.00147128091024754,0.00352952450053703,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"8",2451,-84.7547997053073,173.509599410615,173.549733189879,1,0.0012719913181889,0.000271954792645668,1,2,NA,NA,NA,-76.3918603595272,168.783720719054,169.275188295846,2,2.06119395625738e-09,0.00591528241123583,2.06115362243856e-09,0.00533736492459162,0.000361822922310304,0.00175606993670036,2.06115362243856e-09,0.00619238163799538,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"9",2635,-82.5693540802517,169.138708160503,169.178841939768,1,0.00136530187733455,0.000266234255774485,1,2,NA,NA,NA,-74.9286342773244,165.857268554649,166.348736131441,2,2.06115362243856e-09,0.00989395199541672,2.06115362243856e-09,0.00686461062786799,2.06115362243856e-09,0.00862700644157983,0.00133169446160068,0.00265457438826313,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"10",3493,-79.7357138479396,163.471427695879,163.511561475143,1,0.00098768587775466,0.000237886783397374,1,2,NA,NA,NA,-72.8410788907552,161.68215778151,162.173625358302,2,2.06115362243856e-09,0.00801656357045529,2.06115362243856e-09,0.00483805575364321,2.06115362243856e-09,0.00616064450093268,0.00098892118088079,0.0024012497130305,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"11",3602,-82.0403422974133,168.080684594827,168.120818374091,1,0.00126901304876643,0.000289479796756139,1,2,NA,NA,NA,-74.5803062035588,165.160612407118,165.652079983909,2,2.06115362243856e-09,0.0107516237774631,2.06115362243856e-09,0.00717623136334082,2.06115362243856e-09,0.00927245683953518,0.00143285009663255,0.00343976988617567,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"12",3699,-82.7174572510183,169.434914502037,169.475048281301,1,0.00146767596061052,0.000280673950634447,1,2,NA,NA,NA,-75.1557672697077,166.311534539415,166.803002116207,2,2.06115362243856e-09,0.010395513082731,2.06115362243856e-09,0.00664887571063352,2.06115362243856e-09,0.00884664036400442,0.00148784799381764,0.00326682324360786,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"13",3715,-80.4463047657253,164.892609531451,164.932743310715,1,0.00123155026897168,0.000286616189814619,1,2,NA,NA,NA,-73.0990705227757,162.198141045551,162.689608622343,2,2.06115362243856e-09,0.010969740205837,2.06115362243856e-09,0.00637774969928352,2.06115362243856e-09,0.00875532941863957,0.00136533224465219,0.00309413311094705,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"14",4229,-82.9752795442169,169.950559088434,169.990692867698,1,0.00137074353672495,0.000273681300480766,1,2,NA,NA,NA,-75.2547932694213,166.509586538843,167.001054115634,2,2.06115362243856e-09,0.006546528861253,2.06115362243856e-09,0.00527306840398396,0.00039081714727162,0.00198288934221618,2.06122084771855e-09,0.00459101616954947,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"15",4491,-81.967911597077,167.935823194154,167.975956973418,1,0.00124259883944976,0.00025356917249968,1,2,NA,NA,NA,-74.7673757164685,165.534751432937,166.026219009729,2,2.06115362243856e-09,0.00567845606438285,2.06115362243856e-09,0.00470909784256669,0.000394314032830313,0.00152881802552761,2.06115362243856e-09,0.00490360375185011,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"16",4853,-81.8267764534217,167.653552906843,167.693686686108,1,0.00139398188401376,0.000290147674002021,1,2,NA,NA,NA,-74.0437511705352,164.08750234107,164.578969917862,2,2.06115362243856e-09,0.0108869633940553,2.06115362243856e-09,0.00792371235508931,2.06115362243856e-09,0.00973726072977951,0.00147108591915239,0.00338640687245755,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"17",4976,-84.404487761672,172.808975523344,172.849109302608,1,0.001160559788563,0.000257424524751518,1,2,NA,NA,NA,-76.2141093710313,168.428218742063,168.919686318855,2,2.06115362243856e-09,0.00553846799688032,2.06115362243856e-09,0.00473292257025891,0.000354353532564881,0.00136418016752182,2.06115362243856e-09,0.00505623118147147,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"18",4986,-82.7050446689983,169.410089337997,169.450223117261,1,0.00120223032091315,0.000251822709171326,1,2,NA,NA,NA,-74.1476470937305,164.295294187461,164.786761764253,2,2.06115362243856e-09,0.010127732067067,2.06115362243856e-09,0.00674811603121577,2.06115362243856e-09,0.00873264847148451,0.0010580962298363,0.00264165168434198,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"19",6445,-83.2079954413628,170.415990882726,170.45612466199,1,0.00128563333257463,0.000289186707657471,1,2,NA,NA,NA,-75.1069454751385,166.213890950277,166.705358527069,2,2.06115362243856e-09,0.00613669807910419,2.06115362243856e-09,0.00606063951228133,0.000427394625842811,0.00163858188714258,2.06115362243856e-09,0.00559650530171305,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"20",6586,-81.3473719611998,166.6947439224,166.734877701664,1,0.00120011808385151,0.000261616345099115,1,2,NA,NA,NA,-73.1076783788111,162.215356757622,162.706824334414,2,2.06115362243856e-09,0.00994097689745719,2.06115362243856e-09,0.00596022499401074,2.06115362243856e-09,0.007700331879338,0.00122679629475526,0.00318914560691514,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"21",6776,-81.1693023291957,166.338604658391,166.378738437656,1,0.00106284022953523,0.000258958372181337,1,2,NA,NA,NA,-73.7543222718365,163.508644543673,164.000112120465,2,2.06115362243856e-09,0.00841584372341171,2.06115362243856e-09,0.00512762918308275,2.06115362243856e-09,0.006792516137,0.00118302479011339,0.00244157357409535,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"22",6943,-83.5893844234253,171.178768846851,171.218902626115,1,0.0012648182421863,0.000275958695026697,1,2,NA,NA,NA,-75.430531029558,166.861062059116,167.352529635908,2,2.06115362243856e-09,0.0100309276532911,2.06115362243856e-09,0.00548797861726275,2.06115362243856e-09,0.00794388381792688,0.00118426187918629,0.00283806446194853,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"23",7081,-82.8408538997977,169.681707799595,169.72184157886,1,0.0012932629543061,0.000264591600907289,1,2,NA,NA,NA,-75.13291208254,166.26582416508,166.757291741872,2,2.06115362243856e-09,0.0109705701385502,2.06128873431569e-09,0.00639205426627266,2.06115362243856e-09,0.00897809693034413,0.00133401740967929,0.00300600907339134,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"24",7172,-82.0188251154324,168.037650230865,168.077784010129,1,0.00136056534737674,0.000291020034068128,1,2,NA,NA,NA,-74.2380462361067,164.476092472213,164.967560049005,2,2.06115362243856e-09,0.0100316901231514,2.06115362243856e-09,0.00682667286132542,2.06115362243856e-09,0.00895770591197573,0.00147497456606246,0.00311689294427376,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
"25",8159,-83.4450873541772,170.890174708354,170.930308487619,1,0.00121267304480124,0.000262200167832083,1,2,NA,NA,NA,-75.8541717665756,167.708343533151,168.199811109943,2,2.06115362243856e-09,0.00997174901265898,2.06115362243856e-09,0.00643533354261502,2.06115362243856e-09,0.0078655707906366,0.00114964373678776,0.00213103859926933,1,2,3,4,5,6,7,8,NA,NA,NA,"2Rate"
