"","(0,R1)","(1,R1)","(0,R2)","(1,R2)","Age"
"303",0.747162077969148,0,0.252837922030852,0,456.19
"304",0.782545802779191,1.38315824570108e-16,0.21690530389967,0.000548893321138015,431
"305",0.752429132853071,2.05582516051707e-17,0.247307359907698,0.000263507239231125,359.99
"306",0.884545061751791,5.69913995920395e-16,0.115117691856227,0.00033724639198095,327.10962
"307",0.931942127348048,1.97305430249311e-15,0.0674557469060471,0.000602125745902392,290.557142
"308",0.972859771704776,4.06408781774985e-15,0.0265195405944204,0.000620687700799744,162.908597
"309",0.979577541196531,2.24156752197189e-15,0.0201836258322662,0.000238832971200742,172.6
"310",0.971899272924099,3.6226080920849e-17,0.0280601123551442,4.06147207570583e-05,25.766624
"311",0.986279906038034,5.78139086263845e-17,0.0136708299628898,4.92639990764748e-05,117.186184
"312",0.98634384999733,1.42395206285117e-17,0.0136182508492797,3.78991533903384e-05,96.296665
"313",0.981072129939555,1.31160126885492e-17,0.0188920535176022,3.58165428423597e-05,42.900001
"314",0.700406885474603,7.53941935909972e-18,0.299182738030301,0.000410376495096588,347.87735
"315",0.446890207858663,1.57489719302747e-17,0.552203443412023,0.000906348729314352,321.13
"316",0.921560708782256,1.27128116276653e-15,0.0781469977946436,0.000292293423099226,27.9
"317",0.126804477733884,3.59930938649588e-17,0.871580908663131,0.00161461360298536,305.49
"318",0.18610633677581,1.22341828121361e-08,0.805172930870824,0.00872072011918355,280.408993
"319",0.79934938875253,5.57906127011038e-15,0.20036996997643,0.000280641271034156,257.61
"320",0.987168222124632,3.34803126106083e-17,0.0128262896126714,5.48826269683412e-06,193.989508
"321",0.987464776538731,3.04858774441828e-17,0.0124865209057639,4.87025555050356e-05,178.804507
"322",0.995427113471037,8.8352593208289e-19,0.00457243387223396,4.52656729393786e-07,184.42
"323",0.998250094875943,2.69044605605191e-19,0.00174962800867256,2.77115384022467e-07,162.3
"324",0.998382051670833,1.58064747142417e-19,0.00161755403305822,3.94296108554299e-07,157.353612
"325",0.998486282790355,2.06660178563399e-19,0.00151334771211473,3.69497530651886e-07,140.38
"326",0.996242660152786,7.58443493656255e-19,0.00375366111780862,3.67872940547498e-06,115.668887
"327",0.994227105930285,3.1406656571707e-18,0.00576008578293342,1.28082867813585e-05,100.11961
"328",0.997168265991655,1.25096591423318e-19,0.00283062169057129,1.11231777379984e-06,115.154823
"329",0.996994590320842,9.12922462154064e-20,0.00300393096776353,1.47871139456274e-06,112.992533
"330",0.991464411587231,4.1341182061015e-18,0.00852469149164232,1.08969211267982e-05,64.1800000000001
"331",0.987407265367914,1.07595698723376e-18,0.0125861007461159,6.63388597049179e-06,36.6639460000001
"332",0.983078833603239,2.02945979636719e-19,0.0169188120371503,2.35435961059472e-06,15.2414900000001
"333",0.994921729979772,6.50450618196312e-18,0.00506585472180866,1.24152984193266e-05,126.06
"334",0.98908081280507,2.03404458384681e-17,0.0108794464642938,3.97407306362274e-05,76.8000000000001
"335",0.996341935339521,2.97906261709628e-18,0.00365500274751694,3.06191296186764e-06,171.077009
"336",0.99908016310941,7.32039810701353e-19,0.000919695490250698,1.41400339412719e-07,109.67
"337",0.999022309642191,3.18399526216701e-19,0.000977375705335512,3.14652473617806e-07,94.1854830000001
"338",0.999280268013698,2.9177953951768e-20,0.000719702597392477,2.93889100774296e-08,76.9886220000001
"339",0.995741190211814,2.60734178404534e-21,0.00425848512089032,3.24667295410262e-07,52.6514720000001
"340",0.995680297544895,1.52752743013095e-21,0.00431930805881161,3.94396293309794e-07,52.3424640000001
"341",0.98759076196417,3.12719665472001e-19,0.0124066989343163,2.53910151388435e-06,17.3151880000001
"342",0.9992409051715,1.24767655497496e-21,0.000759085154439335,9.67406091008049e-09,72.9459060000001
"343",0.996155453859637,4.62758633307751e-20,0.00384386732329955,6.78817063137648e-07,54.1355260000001
"344",0.99479202996286,9.48775578649043e-20,0.00520601189841618,1.95813872394823e-06,47.3933340000001
"345",0.998983185698529,3.2130512724148e-22,0.00101680601752481,8.28394622791287e-09,68.0154730000001
"346",0.998206778670461,1.37370493842547e-20,0.00179287636402553,3.44965513191706e-07,63.2584940000001
"347",0.991637437573507,1.63417562304201e-19,0.0083612196826761,1.34274381657248e-06,29.9244950000001
"348",0.989750713523849,4.7556655323334e-20,0.0102480566905622,1.22978558878643e-06,21.6348590000001
"349",0.998160199390394,1.75583395520896e-21,0.00183972973655271,7.0873053517091e-08,61.6047340000001
"350",0.996194300505021,1.06572396042628e-19,0.00380394816334704,1.75133163153417e-06,52.1300000000001
"351",0.995310820419013,1.97070656981442e-19,0.00468667910476839,2.50047621899975e-06,48.0084680000001
"352",0.998618207440843,3.65712738901681e-20,0.00138151660816433,2.75950992846389e-07,101.535372
"353",0.992853084925299,3.27652748068418e-18,0.00713387240910354,1.3042665597748e-05,67.1800660000001
"354",0.996085248497554,6.11740851288431e-19,0.00391265346809925,2.09803434642359e-06,74.321674
"355",0.99419696916798,1.07899109490398e-19,0.00580194322386009,1.08760816005642e-06,57.0119800000001
"356",0.988844914318317,6.96721565672175e-19,0.011149512853258,5.57282842461044e-06,30.2401560000001
"357",0.992127493424054,3.1456739710922e-19,0.00786825937895418,4.24719699169076e-06,45.804041
"358",0.985315099531981,6.09612548446011e-17,0.0146152105487162,6.96899193027143e-05,69.5528420000001
"359",0.976404023212276,3.92063085294281e-17,0.0235897776477374,6.19913998681934e-06,225.04
"360",0.983275067226433,1.34543483406959e-16,0.0166283427330194,9.65900405470958e-05,187.145422
"361",0.980085538482964,1.78340795391281e-16,0.0197826469646444,0.000131814552391897,69.747623
"362",0.978430052923286,1.34607516087127e-16,0.0214606357153692,0.000109311361345021,56.7020130000001
"363",0.988427479283006,1.01272905899555e-18,0.0115714183709522,1.10234604200901e-06,217.89635
"364",0.990770095901063,2.74830010235263e-17,0.00920200461544745,2.78994834892944e-05,190.966912
"365",0.9887755425177,4.30672546558256e-17,0.0111841716542185,4.02858280816991e-05,102.462693
"366",0.986734523262873,1.4336993974516e-17,0.0132236558920818,4.18208450448858e-05,76.7997560000001
"367",0.983231510602867,1.42064963525653e-16,0.0166579640784764,0.00011052531865675,76.4155400000001
