"","loglik.1Rate","AIC.1Rate","AICc.1Rate","rate.cat.1Rate","solution1to0.1Rate","solution0to1.1Rate","index.mat1to0.1Rate","index.mat0to1.1Rate","iterations.1Rate","eigval.1Rate","eigvect.1Rate","loglik.2Rate","AIC.2Rate","AICc.2Rate","rate.cat.2Rate","solution1R1to0R1.2Rate","solution0R2to0R1.2Rate","solution0R1to1R1.2Rate","solution1R2to1R1.2Rate","solution0R1to0R2.2Rate","solution1R2to0R2.2Rate","solution1R1to1R2.2Rate","solution0R2to1R2.2Rate","index.mat1R1to0R1.2Rate","index.mat0R2to0R1.2Rate","index.mat0R1to1R1.2Rate","index.mat1R2to1R1.2Rate","index.mat0R1to0R2.2Rate","index.mat1R2to0R2.2Rate","index.mat1R1to1R2.2Rate","index.mat0R2to1R2.2Rate","iterations.2Rate","eigval.2Rate","eigvect.2Rate","loglik.3Rate","AIC.3Rate","AICc.3Rate","rate.cat.3Rate","solution1R1to0R1.3Rate","solution0R2to0R1.3Rate","solution0R1to1R1.3Rate","solution1R2to1R1.3Rate","solution0R1to0R2.3Rate","solution1R2to0R2.3Rate","solution0R3to0R2.3Rate","solution1R1to1R2.3Rate","solution0R2to1R2.3Rate","solution1R3to1R2.3Rate","solution0R2to0R3.3Rate","solution1R3to0R3.3Rate","solution1R2to1R3.3Rate","solution0R3to1R3.3Rate","index.mat1R1to0R1.3Rate","index.mat0R2to0R1.3Rate","index.mat0R1to1R1.3Rate","index.mat1R2to1R1.3Rate","index.mat0R1to0R2.3Rate","index.mat1R2to0R2.3Rate","index.mat0R3to0R2.3Rate","index.mat1R1to1R2.3Rate","index.mat0R2to1R2.3Rate","index.mat1R3to1R2.3Rate","index.mat0R2to0R3.3Rate","index.mat1R3to0R3.3Rate","index.mat1R2to1R3.3Rate","index.mat0R3to1R3.3Rate","iterations.3Rate","eigval.3Rate","eigvect.3Rate","Best"
"1",-79.789187679692,163.578375359384,163.618509138648,1,0.00139598571970582,0.000232657080356452,1,2,NA,NA,NA,-70.9073882275177,157.814776455035,158.306244031827,2,2.06115362243856e-09,0.00528916126663263,2.06115362243856e-09,0.00867817729990308,0.000367248266946788,0.00256865999384393,2.06115362243856e-09,0.00537428173916245,1,2,3,4,5,6,7,8,NA,NA,NA,-70.1264782195536,168.252956439107,169.716371073254,3,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0344051219576167,0.0636006343712334,0.0070724652541035,0.00485390813426863,2.06115362243856e-09,2.06115362243856e-09,0.0122307592848786,0.000378437039817126,2.06115362243856e-09,2.06115362243856e-09,0.00525471252263549,1,2,3,4,5,6,7,8,9,10,11,12,13,14,NA,NA,NA,"2Rate"
