"TreeNo","NoRates","RootState","NoGains","NoLosses","MaxAgeStartLich","MaxAgeEndLich","GainNodeBegin_1","GainNodeBegin_2","GainNodeBegin_3","GainNodeBegin_4","GainNodeBegin_5","GainNodeBegin_6","GainNodeBegin_7","GainNodeBegin_8","GainNodeBegin_9","GainNodeBegin_10","GainNodeBegin_11","GainNodeBegin_12","GainNodeBegin_13","GainNodeBegin_14","GainNodeBegin_15","GainNodeBegin_16","GainNodeBegin_17","GainNodeBegin_18","GainNodeBegin_19","GainNodeBegin_20","GainNodeBegin_21","GainNodeBegin_22","GainNodeBegin_23","GainNodeBegin_24","GainNodeBegin_25","GainNodeEnd_1","GainNodeEnd_2","GainNodeEnd_3","GainNodeEnd_4","GainNodeEnd_5","GainNodeEnd_6","GainNodeEnd_7","GainNodeEnd_8","GainNodeEnd_9","GainNodeEnd_10","GainNodeEnd_11","GainNodeEnd_12","GainNodeEnd_13","GainNodeEnd_14","GainNodeEnd_15","GainNodeEnd_16","GainNodeEnd_17","GainNodeEnd_18","GainNodeEnd_19","GainNodeEnd_20","GainNodeEnd_21","GainNodeEnd_22","GainNodeEnd_23","GainNodeEnd_24","GainNodeEnd_25","GainBegin_1","GainBegin_2","GainBegin_3","GainBegin_4","GainBegin_5","GainBegin_6","GainBegin_7","GainBegin_8","GainBegin_9","GainBegin_10","GainBegin_11","GainBegin_12","GainBegin_13","GainBegin_14","GainBegin_15","GainBegin_16","GainBegin_17","GainBegin_18","GainBegin_19","GainBegin_20","GainBegin_21","GainBegin_22","GainBegin_23","GainBegin_24","GainBegin_25","GainEnd_1","GainEnd_2","GainEnd_3","GainEnd_4","GainEnd_5","GainEnd_6","GainEnd_7","GainEnd_8","GainEnd_9","GainEnd_10","GainEnd_11","GainEnd_12","GainEnd_13","GainEnd_14","GainEnd_15","GainEnd_16","GainEnd_17","GainEnd_18","GainEnd_19","GainEnd_20","GainEnd_21","GainEnd_22","GainEnd_23","GainEnd_24","GainEnd_25","LossNodeBegin_1","LossNodeBegin_2","LossNodeBegin_3","LossNodeBegin_4","LossNodeBegin_5","LossNodeBegin_6","LossNodeBegin_7","LossNodeBegin_8","LossNodeBegin_9","LossNodeBegin_10","LossNodeBegin_11","LossNodeBegin_12","LossNodeBegin_13","LossNodeBegin_14","LossNodeBegin_15","LossNodeBegin_16","LossNodeBegin_17","LossNodeBegin_18","LossNodeBegin_19","LossNodeBegin_20","LossNodeBegin_21","LossNodeBegin_22","LossNodeBegin_23","LossNodeBegin_24","LossNodeBegin_25","LossNodeEnd_1","LossNodeEnd_2","LossNodeEnd_3","LossNodeEnd_4","LossNodeEnd_5","LossNodeEnd_6","LossNodeEnd_7","LossNodeEnd_8","LossNodeEnd_9","LossNodeEnd_10","LossNodeEnd_11","LossNodeEnd_12","LossNodeEnd_13","LossNodeEnd_14","LossNodeEnd_15","LossNodeEnd_16","LossNodeEnd_17","LossNodeEnd_18","LossNodeEnd_19","LossNodeEnd_20","LossNodeEnd_21","LossNodeEnd_22","LossNodeEnd_23","LossNodeEnd_24","LossNodeEnd_25","LossBegin_1","LossBegin_2","LossBegin_3","LossBegin_4","LossBegin_5","LossBegin_6","LossBegin_7","LossBegin_8","LossBegin_9","LossBegin_10","LossBegin_11","LossBegin_12","LossBegin_13","LossBegin_14","LossBegin_15","LossBegin_16","LossBegin_17","LossBegin_18","LossBegin_19","LossBegin_20","LossBegin_21","LossBegin_22","LossBegin_23","LossBegin_24","LossBegin_25","LossEnd_1","LossEnd_2","LossEnd_3","LossEnd_4","LossEnd_5","LossEnd_6","LossEnd_7","LossEnd_8","LossEnd_9","LossEnd_10","LossEnd_11","LossEnd_12","LossEnd_13","LossEnd_14","LossEnd_15","LossEnd_16","LossEnd_17","LossEnd_18","LossEnd_19","LossEnd_20","LossEnd_21","LossEnd_22","LossEnd_23","LossEnd_24","LossEnd_25","LossNodeBegin_26","LossNodeEnd_26","LossBegin_26","LossEnd_26","LossNodeBegin_27","LossNodeEnd_27","LossBegin_27","LossEnd_27","LossNodeBegin_28","LossNodeEnd_28","LossBegin_28","LossEnd_28","LossNodeBegin_29","LossNodeEnd_29","LossBegin_29","LossEnd_29","LossNodeBegin_30","LossNodeEnd_30","LossBegin_30","LossEnd_30","LossNodeBegin_31","LossNodeEnd_31","LossBegin_31","LossEnd_31","LossNodeBegin_32","LossNodeEnd_32","LossBegin_32","LossEnd_32","LossNodeBegin_33","LossNodeEnd_33","LossBegin_33","LossEnd_33","LossNodeBegin_34","LossNodeEnd_34","LossBegin_34","LossEnd_34","LossNodeBegin_35","LossNodeEnd_35","LossBegin_35","LossEnd_35","LossNodeBegin_36","LossNodeEnd_36","LossBegin_36","LossEnd_36","LossNodeBegin_37","LossNodeEnd_37","LossBegin_37","LossEnd_37","LossNodeBegin_38","LossNodeEnd_38","LossBegin_38","LossEnd_38"
214,"2Rate","Non",16,5,295.446408,248.619998,316,332,339,341,344,475,480,483,501,496,504,522,525,546,547,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,333,31,343,345,168,481,484,190,194,511,523,526,237,238,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.399922,181.309998,67.613883,127.399998,288.327662,164.31465,295.446408,262.651434,42.166736,92.881717,201.374727,213.159999,189.229999,98.069999,67.822358,94.479998,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.629998,116.879998,0,79.049998,248.619998,0,181.856437,125.757046,0,0,139.279999,99.4899990000001,147.389999,0,0,73.889998,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,349,350,352,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,39,40,51,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.090818,183.770936,168.621432,162.940306,115.470785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,"2Rate","Non",15,5,303.301708,248.62,316,387,403,408,407,428,421,489,496,499,515,522,525,314,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,388,404,409,411,114,119,490,186,190,516,523,218,220,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.223855,290.386817,229.466256,208.131116,213.16,34.3080290000001,103.834807,146.45,119.205017,97.6019190000001,129.778973,127.4,59.7386250000001,303.301708,266.983637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.62,215.63,139.28,99.4900000000001,147.39,0,0,121.721766,0,0,116.88,79.0500000000001,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,367,372,374,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,55,62,71,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.850845,149.231551,137.157061,148.857196,94.4800000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"2Rate","Non",13,10,295.656495,281.934598,311,396,467,474,477,529,541,536,549,556,559,564,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,461,468,166,478,530,231,232,240,557,563,256,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.656495,286.609562,181.309999,66.1445700000001,117.509519,194.731128,85.4940310000001,98.660418,125.088888,94.479999,121.080662,108.629191,249.915343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.934598,102.299999,116.879999,0,79.0499990000001,139.279999,0,0,0,73.889999,98.0699990000001,0,213.159999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,325,330,336,337,342,362,395,469,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,18,331,24,25,40,52,86,160,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.429449,267.057406,132.224703,184.583688,172.265282,162.978301,137.926256,21.3171200000001,96.520852,205.489296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9999990000001,0,75.4527740000001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"2Rate","Non",16,5,310.698627,264.331628,312,316,329,329,337,342,351,345,399,434,436,432,425,424,452,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,318,19,330,24,343,36,43,87,122,437,439,444,445,453,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.855191,197.890023,190.94832,190.94832,129.641415,198.578255,57.3724640000001,138.873429,127.971472,62.2792700000001,127.4,181.31,269.599861,276.371973,283.599969,310.698627,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.275653,189.183052,0,150.845347,0,139.28,0,0,0,0,79.05,116.88,122.58,264.331628,248.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,441,466,462,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,133,153,477,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.455645,96.709068,157.577786,180.523582,204.595133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,164.836786,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"2Rate","Non",10,19,349.585134,321.13,306,308,331,341,336,360,361,411,414,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,309,332,28,32,50,362,101,107,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.585134,265.01,195.711104,72.450749,101.750258,178.933091,167.175547,116.614467,163.326524,199.340192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,231.645208,139.28,0,0,0,98.07,0,0,94.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,317,316,309,363,417,424,428,439,449,491,492,557,562,567,566,573,576,564,NA,NA,NA,NA,NA,NA,308,10,11,320,364,109,114,118,129,138,183,493,559,563,257,569,267,269,577,NA,NA,NA,NA,NA,NA,321.13,175.362513,191.824176,231.645208,79.545066,56.80484,183.849098,159.290448,150.456157,170.142988,288.949112,286.732176,263.933924,255.2,110.843539,127.4,101.579338,54.286304,226.42,NA,NA,NA,NA,NA,NA,265.01,0,0,204.516649,20.898312,0,0,0,0,0,0,257.61,27.899999,80,0,40.9075070000001,0,0,159.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,"2Rate","Non",15,5,296.905371,248.62,323,395,396,410,413,408,424,429,441,447,472,471,521,527,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,90,397,102,414,415,425,431,442,448,165,166,522,222,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.409583,280.400086,275.182698,53.85111,116.961817,181.31,296.905371,201.233238,223.409384,94.48,76.133129,98.07,185.433545,145.833915,79.991044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.62,0,215.63,0,79.0500000000001,116.88,246.220469,187.481357,116.553844,73.89,0,0,139.279999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,366,377,387,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,56,67,79,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.043608,168.237114,162.75147,156.167768,91.045748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"2Rate","Non",15,7,313.508972,248.620001,389,396,396,409,411,420,425,484,507,514,517,501,529,529,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,397,400,410,413,110,116,176,508,206,518,520,225,530,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.363115,230.897333,230.897333,229.007703,198.379813,83.774956,55.152437,163.545626,181.31,75.969795,113.041806,267.01673,271.82818,271.82818,313.508972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.923371,201.900486,213.160002,139.280002,87.466147,0,0,0,116.88,0,79.05,215.63,0,248.620001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,401,510,576,579,582,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,98,202,266,270,271,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.887728,189.230002,93.43344,112.571023,173.094997,150.984417,147.217229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"2Rate","Non",7,17,359.99,321.13,310,442,520,524,528,573,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,177,521,525,532,574,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.99,249.764064,193.258755,146.45,116.570344,83.813163,160.692263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,0,139.28,94.48,98.07,57.937787,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,330,332,335,338,395,397,404,408,409,414,413,490,526,588,589,593,NA,NA,NA,NA,NA,NA,NA,NA,15,20,22,23,26,396,398,99,101,410,419,484,491,215,283,284,289,NA,NA,NA,NA,NA,NA,NA,NA,293.042996,160.109573,181.053526,155.743455,103.739697,255.200001,226.420001,91.786894,82.499486,127.400001,294.836309,300.058908,265.01,70.3077489999999,190.449484,169.952301,189.23,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,80.000001,159.740001,0,0,104.254455,257.61,27.9,251.10674,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"2Rate","Non",19,5,320.460149,259.306192,323,337,408,411,412,415,404,488,496,496,505,512,519,521,527,543,582,583,321,NA,NA,NA,NA,NA,NA,324,31,409,99,413,418,423,489,497,502,198,513,213,214,528,544,275,278,295,NA,NA,NA,NA,NA,NA,304.881872,278.645011,157.520945,51.158791,123.229143,127.4,284.430729,288.650677,207.626693,207.626693,193.435693,199.734383,92.457911,70.588606,173.577624,94.48,98.070001,79.751223,320.460149,NA,NA,NA,NA,NA,NA,259.306192,0,46.92,0,61.64,79.05,258.238061,204.014663,183.125986,127.29018,0,139.28,0,0,117.799977,73.89,0,0,0,NA,NA,NA,NA,NA,NA,432,438,443,437,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,126,131,142,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.811459,168.871544,162.640678,180.623635,183.125986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,"2Rate","Non",6,18,343.921236,321.13,314,531,552,568,581,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,532,243,569,272,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.921236,156.902419,93.1934670000001,209.830907,57.2961770000001,91.5365300000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,146.45,0,139.28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,328,325,323,381,389,461,468,469,473,475,478,481,480,535,534,588,589,NA,NA,NA,NA,NA,NA,NA,316,27,28,29,70,390,462,160,161,474,171,479,174,490,223,537,282,590,NA,NA,NA,NA,NA,NA,NA,321.13,162.939821,172.705228,190.18816,74.8988780000001,295.759963,226.42,41.71974,106.370246,127.4,117.242368,275.691278,213.16,265.01,94.48,132.759145,225.939961,177.819604,NA,NA,NA,NA,NA,NA,NA,27.9,0,0,0,0,257.61,159.74,0,0,40.9536200000001,0,141.343383,0,239.45,0,32.0968360000001,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,"2Rate","Non",15,6,304.961739,285.513065,321,391,475,476,473,488,491,501,505,511,511,536,551,546,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,392,164,477,480,181,492,190,195,512,514,537,239,554,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.961739,294.925849,64.611797,127.4,181.31,272.683615,207.047024,125.525753,95.2213379999999,213.16,213.16,94.479999,120.703988,224.316403,221.434127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.263347,285.513065,0,79.05,116.88,0,110.36414,0,0,105.736685,189.23,73.889999,0,139.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,416,415,428,482,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,100,105,117,173,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.413884,143.865801,144.703361,132.019896,95.963048,189.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"2Rate","Non",17,6,295.692542,248.62,317,369,378,385,394,397,399,401,416,319,428,432,434,441,443,430,520,NA,NA,NA,NA,NA,NA,NA,NA,318,370,67,73,86,87,90,402,108,419,123,125,435,132,445,450,585,NA,NA,NA,NA,NA,NA,NA,NA,274.275613,205.502124,136.657467,75.663204,151.648668,178.719157,132.54802,94.48,158.133368,265.01,272.798262,242.291216,181.31,71.114594,127.4,275.12,295.692542,NA,NA,NA,NA,NA,NA,NA,NA,210.018927,139.280001,0,0,0,0,0,73.89,0,213.16,0,0,116.88,0,79.05,248.62,240.613294,NA,NA,NA,NA,NA,NA,NA,NA,425,437,498,502,500,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,131,188,189,194,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.200181,97.700663,178.739281,102.625098,144.734555,110.880679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"2Rate","Non",7,19,342.705189,321.13,314,407,412,417,421,482,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,408,413,105,113,491,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.705189,222.944051,200.968377,82.6467760000001,57.2893060000001,197.858094,173.486107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,106.46957,196.639676,0,0,106.02457,94.4800000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,332,337,338,350,398,404,413,491,493,500,404,393,503,515,520,527,530,390,NA,NA,NA,NA,NA,NA,316,23,28,29,41,94,405,415,179,494,188,194,195,504,516,522,219,223,531,NA,NA,NA,NA,NA,NA,321.13,175.086476,142.653428,153.600442,129.073643,189.23,260.078841,196.639676,106.02457,66.3979640000001,94.4800000000001,260.078841,281.913032,227.627739,226.42,127.4,115.736528,47.098531,302.340971,NA,NA,NA,NA,NA,NA,27.9,0,0,0,0,0,239.45,116.9,0,12.444666,0,0,0,80.0000010000001,159.74,97.7759860000001,0,0,257.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,"2Rate","Non",12,7,296.629999,248.619999,376,377,387,390,398,382,476,488,567,568,565,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,378,73,75,87,401,166,489,258,571,572,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.079653,277.33307,96.1254009999998,69.4539849999998,167.176449,258.649455,164.000271,275.119999,65.208323,127.399999,181.309999,296.629999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212.72921,0,0,0,240.497453,0,248.619999,0,79.049999,116.879999,215.629999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,408,495,499,510,517,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,98,181,194,198,203,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3862499999999,213.159999,174.619267,160.224941,172.32916,129.167657,97.5063979999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
