"TreeNo","NoRates","RootState","NoGains","NoLosses","MaxAgeStartLich","MaxAgeEndLich","GainNodeBegin_1","GainNodeBegin_2","GainNodeBegin_3","GainNodeBegin_4","GainNodeBegin_5","GainNodeBegin_6","GainNodeBegin_7","GainNodeBegin_8","GainNodeBegin_9","GainNodeBegin_10","GainNodeBegin_11","GainNodeBegin_12","GainNodeBegin_13","GainNodeBegin_14","GainNodeBegin_15","GainNodeBegin_16","GainNodeBegin_17","GainNodeBegin_18","GainNodeBegin_19","GainNodeBegin_20","GainNodeBegin_21","GainNodeBegin_22","GainNodeBegin_23","GainNodeBegin_24","GainNodeBegin_25","GainNodeEnd_1","GainNodeEnd_2","GainNodeEnd_3","GainNodeEnd_4","GainNodeEnd_5","GainNodeEnd_6","GainNodeEnd_7","GainNodeEnd_8","GainNodeEnd_9","GainNodeEnd_10","GainNodeEnd_11","GainNodeEnd_12","GainNodeEnd_13","GainNodeEnd_14","GainNodeEnd_15","GainNodeEnd_16","GainNodeEnd_17","GainNodeEnd_18","GainNodeEnd_19","GainNodeEnd_20","GainNodeEnd_21","GainNodeEnd_22","GainNodeEnd_23","GainNodeEnd_24","GainNodeEnd_25","GainBegin_1","GainBegin_2","GainBegin_3","GainBegin_4","GainBegin_5","GainBegin_6","GainBegin_7","GainBegin_8","GainBegin_9","GainBegin_10","GainBegin_11","GainBegin_12","GainBegin_13","GainBegin_14","GainBegin_15","GainBegin_16","GainBegin_17","GainBegin_18","GainBegin_19","GainBegin_20","GainBegin_21","GainBegin_22","GainBegin_23","GainBegin_24","GainBegin_25","GainEnd_1","GainEnd_2","GainEnd_3","GainEnd_4","GainEnd_5","GainEnd_6","GainEnd_7","GainEnd_8","GainEnd_9","GainEnd_10","GainEnd_11","GainEnd_12","GainEnd_13","GainEnd_14","GainEnd_15","GainEnd_16","GainEnd_17","GainEnd_18","GainEnd_19","GainEnd_20","GainEnd_21","GainEnd_22","GainEnd_23","GainEnd_24","GainEnd_25","LossNodeBegin_1","LossNodeBegin_2","LossNodeBegin_3","LossNodeBegin_4","LossNodeBegin_5","LossNodeBegin_6","LossNodeBegin_7","LossNodeBegin_8","LossNodeBegin_9","LossNodeBegin_10","LossNodeBegin_11","LossNodeBegin_12","LossNodeBegin_13","LossNodeBegin_14","LossNodeBegin_15","LossNodeBegin_16","LossNodeBegin_17","LossNodeBegin_18","LossNodeBegin_19","LossNodeBegin_20","LossNodeBegin_21","LossNodeBegin_22","LossNodeBegin_23","LossNodeBegin_24","LossNodeBegin_25","LossNodeEnd_1","LossNodeEnd_2","LossNodeEnd_3","LossNodeEnd_4","LossNodeEnd_5","LossNodeEnd_6","LossNodeEnd_7","LossNodeEnd_8","LossNodeEnd_9","LossNodeEnd_10","LossNodeEnd_11","LossNodeEnd_12","LossNodeEnd_13","LossNodeEnd_14","LossNodeEnd_15","LossNodeEnd_16","LossNodeEnd_17","LossNodeEnd_18","LossNodeEnd_19","LossNodeEnd_20","LossNodeEnd_21","LossNodeEnd_22","LossNodeEnd_23","LossNodeEnd_24","LossNodeEnd_25","LossBegin_1","LossBegin_2","LossBegin_3","LossBegin_4","LossBegin_5","LossBegin_6","LossBegin_7","LossBegin_8","LossBegin_9","LossBegin_10","LossBegin_11","LossBegin_12","LossBegin_13","LossBegin_14","LossBegin_15","LossBegin_16","LossBegin_17","LossBegin_18","LossBegin_19","LossBegin_20","LossBegin_21","LossBegin_22","LossBegin_23","LossBegin_24","LossBegin_25","LossEnd_1","LossEnd_2","LossEnd_3","LossEnd_4","LossEnd_5","LossEnd_6","LossEnd_7","LossEnd_8","LossEnd_9","LossEnd_10","LossEnd_11","LossEnd_12","LossEnd_13","LossEnd_14","LossEnd_15","LossEnd_16","LossEnd_17","LossEnd_18","LossEnd_19","LossEnd_20","LossEnd_21","LossEnd_22","LossEnd_23","LossEnd_24","LossEnd_25","LossNodeBegin_26","LossNodeEnd_26","LossBegin_26","LossEnd_26","LossNodeBegin_27","LossNodeEnd_27","LossBegin_27","LossEnd_27","LossNodeBegin_28","LossNodeEnd_28","LossBegin_28","LossEnd_28","LossNodeBegin_29","LossNodeEnd_29","LossBegin_29","LossEnd_29","LossNodeBegin_30","LossNodeEnd_30","LossBegin_30","LossEnd_30","LossNodeBegin_31","LossNodeEnd_31","LossBegin_31","LossEnd_31","LossNodeBegin_32","LossNodeEnd_32","LossBegin_32","LossEnd_32","LossNodeBegin_33","LossNodeEnd_33","LossBegin_33","LossEnd_33","LossNodeBegin_34","LossNodeEnd_34","LossBegin_34","LossEnd_34","LossNodeBegin_35","LossNodeEnd_35","LossBegin_35","LossEnd_35","LossNodeBegin_36","LossNodeEnd_36","LossBegin_36","LossEnd_36","LossNodeBegin_37","LossNodeEnd_37","LossBegin_37","LossEnd_37","LossNodeBegin_38","LossNodeEnd_38","LossBegin_38","LossEnd_38"
73,"2Rate","Non",6,23,359.99,321.13,310,313,326,340,348,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,314,329,35,349,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.99,265.01,226.66289,101.08461,226.522395,164.30379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,250.723834,208.306957,0,196.954843,98.070001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,315,318,314,329,335,334,349,352,381,424,432,436,437,438,428,427,490,505,493,514,523,525,NA,NA,313,316,9,326,330,336,36,39,42,382,117,121,125,127,439,441,444,182,195,200,208,524,526,NA,NA,308.903689,227.665866,189.23,250.723834,208.306957,167.401245,173.749667,196.954843,94.479999,70.416543,282.005015,94.640514,57.458583,136.203618,127.4,226.42,255.2,195.117629,134.834418,171.502872,125.824017,291.284785,290.858795,NA,NA,265.01,171.117338,0,226.66289,136.752257,116.9,0,0,0,20.377568,0,0,0,0,58.66272,159.74,80,0,0,0,0,27.9,257.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2Rate","Non",7,17,321.13,305.49,320,343,488,534,570,573,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,36,489,556,263,266,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,104.50785,202.563522,212.743784,133.156793,103.144736,60.5305920000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.49,0,139.279999,176.644787,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,392,404,393,414,463,464,466,473,477,479,478,483,559,561,581,589,NA,NA,NA,NA,NA,NA,NA,NA,323,84,95,100,105,157,465,467,166,170,174,481,484,248,562,582,286,NA,NA,NA,NA,NA,NA,NA,NA,282.891947,186.47143,162.933652,166.754311,131.458071,272.604319,255.2,226.42,89.649393,61.2828250000001,119.205852,127.4,265.009999,61.475814,75.3688,241.259714,204.74925,NA,NA,NA,NA,NA,NA,NA,NA,257.61,0,0,0,0,0,80.0000000000001,159.74,0,0,0,51.02925,239.449999,0,17.708207,134.648333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"1Rate","Non",3,15,359.99,325.122367,310,399,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,400,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.99,181.127115,107.35266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.122367,139.28,69.963972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,418,421,427,435,440,442,448,453,454,460,533,531,546,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,110,422,128,437,134,443,140,146,455,461,225,236,238,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.01,94.4799999999999,66.2066829999999,189.23,272.091264,265.835725,226.42,93.7558099999999,55.009759,127.4,286.644924,162.948726,167.363001,167.476917,97.247494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.751184,0,13.5050959999999,0,27.9,0,159.74,0,0,107.781141,276.357367,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2Rate","Non",6,14,340.395495,321.13,310,325,345,362,403,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,326,346,365,404,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.395495,75.876988,169.855477,158.373228,187.669525,226.274724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,54.649188,98.0700000000001,94.479999,139.28,128.792997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,366,418,422,424,430,434,437,493,490,508,514,516,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,54,115,423,425,432,128,130,183,505,201,209,517,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.01,66.407057,198.361502,255.2,226.42,127.4,70.2118110000001,59.1474860000001,160.026163,171.200064,120.553927,276.272311,270.431829,254.463153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.481592,0,0,80.0000000000001,159.74,97.2513440000001,0,0,0,146.204083,0,0,257.61,27.9000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2Rate","Non",8,13,305.490001,296.630001,309,496,510,513,521,505,550,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,183,194,195,209,524,551,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.490001,106.424508,94.406133,52.798082,152.265394,198.54703,146.953922,180.903254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.630001,0,0,0,0,139.280001,101.441318,94.480001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,385,388,407,451,452,454,553,554,565,572,576,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,74,75,96,143,453,455,244,247,566,264,269,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.739856,163.824396,136.350796,137.222265,262.324366,169.360691,265.010001,72.852144,213.160001,226.420002,88.797997,49.151729,127.400002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,80.0000009999999,239.450001,0,0,159.740002,0,0,91.4530340000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"2Rate","Non",16,6,296.630001,263.731905,314,384,390,394,405,409,434,437,480,485,485,495,513,515,509,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,385,391,395,97,99,123,128,481,486,488,496,514,209,516,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.679841,276.464856,94.480001,202.657402,85.672278,73.153917,98.0700009999999,60.5375469999999,186.007568,213.160001,213.160001,278.440278,116.287426,83.94657,181.310001,296.630001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201.832088,73.890001,139.28,0,0,0,0,85.556177,141.634107,189.230001,263.731905,79.050001,0,116.880001,248.620001,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,518,526,528,539,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,212,217,218,227,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.230001,101.353736,140.765763,176.534629,138.169041,115.755606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"1Rate","Non",6,13,305.49,296.63,310,317,442,455,467,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,318,444,456,468,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.000585,305.49,175.689433,187.319807,69.8486560000001,187.683795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,296.63,167.915314,139.28,54.068745,129.87985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,337,341,342,333,405,407,396,414,420,421,447,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,30,32,344,346,95,96,103,105,113,422,134,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.2,99.1734000000001,66.4850490000001,127.4,226.42,156.052427,144.533648,172.36461,125.942809,280.920144,265.009999,53.0207480000001,213.159999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.0000000000001,0,0,100.539035,159.74,0,0,0,0,0,239.449999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"2Rate","Non",13,8,305.314409,253.622912,319,327,330,315,313,415,486,544,564,564,576,582,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,329,20,334,400,109,487,545,565,567,267,273,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.31,127.4,70.693542,285.459063,303.244145,260.908115,245.253167,202.109103,213.16,213.16,102.272,56.9796270000001,305.314409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.88,79.05,0,253.622912,219.540728,0,146.450001,139.28,137.774588,189.23,0,0,211.705891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,375,390,385,384,490,496,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,65,80,91,92,492,186,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.74774,119.129526,153.872139,169.881479,188.539817,117.757706,59.525178,189.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,96.759087,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"2Rate","Non",10,15,359.99,321.13,306,315,316,320,332,344,345,340,361,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,4,317,321,20,32,37,38,46,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.99,179.09128,178.717772,247.518507,80.491116,82.313957,69.592881,97.457371,113.85547,189.154683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,0,94.480001,213.16,0,0,0,0,0,139.280001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,318,321,421,431,437,438,440,444,419,494,497,495,514,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,6,19,422,432,126,439,130,135,143,184,195,200,205,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.173564,52.2298259999999,213.16,256.9804,226.419999,60.6187529999999,127.399999,118.285142,98.8625799999999,295.504801,177.576647,163.07327,166.918985,91.13891,308.128181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.96572,0,0,79.9999999999999,159.739999,0,60.3811449999999,0,0,0,0,0,0,0,292.996824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"2Rate","Non",10,6,296.612018,250.730236,386,383,459,477,480,484,486,489,534,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,387,460,478,481,179,487,490,535,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.89321,296.612018,282.17681,181.31,125.772859,68.2488689999999,127.4,265.01,90.758123,170.096047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,248.619999,215.63,46.92,61.6399999999999,0,79.0499999999999,250.730236,65.556052,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,405,400,416,495,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,94,105,115,190,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.031456,157.30712,168.151287,198.060798,205.190522,67.417809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"1Rate","Non",8,16,317.356335,303.70625,340,349,355,338,414,420,423,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,39,44,357,103,113,424,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.96346,94.606837,69.8485480000001,277.378163,186.115175,141.938251,317.356335,229.14008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,260.641806,0,0,303.70625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,360,369,372,426,428,439,444,449,451,450,441,507,514,520,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,49,370,64,427,121,440,133,140,143,453,454,199,207,222,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.131891,189.229999,213.14911,76.7061350000001,262.642844,216.751808,255.2,94.839212,72.6298250000001,115.236804,127.4,226.42,103.73081,194.907039,163.013977,172.577467,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33.8195610000001,0,27.8999990000001,0,80.0000000000001,0,0,0,48.7265830000001,159.74,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"2Rate","Non",15,5,332.433554,256.942154,313,333,341,401,416,410,425,437,444,447,449,436,461,321,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,342,402,104,109,426,129,134,448,450,454,462,293,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.981551,149.998288,184.203268,194.957418,69.956622,140.683302,213.16,261.798699,55.366137,118.599458,128.675885,282.969189,297.797417,325.340555,332.433554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,146.450002,139.280001,0,0,189.902283,0,0,79.050001,116.880001,256.942154,248.620001,0,240.197763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,503,518,515,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,191,207,212,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.480002,137.67472,135.583895,150.551003,147.416279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"2Rate","Non",13,5,304.931284,262.369241,316,317,314,354,407,410,409,422,427,333,442,513,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,318,321,358,97,411,103,115,118,433,443,580,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8968060000001,127.4,181.31,195.270986,104.55897,94.479999,135.869194,100.668926,66.6556550000001,265.01,304.931284,299.319054,223.960943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79.0500000000001,116.88,179.539251,0,73.889999,0,0,0,213.16,248.62,262.369241,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,436,452,462,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,137,145,155,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9307160000001,189.23,120.534641,153.489876,160.643766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,143.167945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"2Rate","Non",8,16,349.819711,321.13,318,359,359,364,368,416,423,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,47,360,51,369,417,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.819711,141.432889,141.432889,91.180482,161.145291,216.075902,130.462257,89.305333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,0,94.48,0,78.375294,139.28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,328,326,361,435,500,502,516,520,521,523,512,573,571,570,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,19,336,48,436,195,503,211,212,522,216,525,263,278,279,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,210.746621,265.01,58.7656289999999,271.782651,279.045028,269.038747,96.688903,78.061291,127.4,116.265945,226.42,162.726424,166.906177,188.650277,104.979507,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,0,239.45,0,257.61,0,80,0,0,45.211957,0,159.74,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
