"TreeNo","NoRates","RootState","NoGains","NoLosses","MaxAgeStartLich","MaxAgeEndLich","GainNodeBegin_1","GainNodeBegin_2","GainNodeBegin_3","GainNodeBegin_4","GainNodeBegin_5","GainNodeBegin_6","GainNodeBegin_7","GainNodeBegin_8","GainNodeBegin_9","GainNodeBegin_10","GainNodeBegin_11","GainNodeBegin_12","GainNodeBegin_13","GainNodeBegin_14","GainNodeBegin_15","GainNodeBegin_16","GainNodeBegin_17","GainNodeBegin_18","GainNodeBegin_19","GainNodeBegin_20","GainNodeBegin_21","GainNodeBegin_22","GainNodeBegin_23","GainNodeBegin_24","GainNodeBegin_25","GainNodeEnd_1","GainNodeEnd_2","GainNodeEnd_3","GainNodeEnd_4","GainNodeEnd_5","GainNodeEnd_6","GainNodeEnd_7","GainNodeEnd_8","GainNodeEnd_9","GainNodeEnd_10","GainNodeEnd_11","GainNodeEnd_12","GainNodeEnd_13","GainNodeEnd_14","GainNodeEnd_15","GainNodeEnd_16","GainNodeEnd_17","GainNodeEnd_18","GainNodeEnd_19","GainNodeEnd_20","GainNodeEnd_21","GainNodeEnd_22","GainNodeEnd_23","GainNodeEnd_24","GainNodeEnd_25","GainBegin_1","GainBegin_2","GainBegin_3","GainBegin_4","GainBegin_5","GainBegin_6","GainBegin_7","GainBegin_8","GainBegin_9","GainBegin_10","GainBegin_11","GainBegin_12","GainBegin_13","GainBegin_14","GainBegin_15","GainBegin_16","GainBegin_17","GainBegin_18","GainBegin_19","GainBegin_20","GainBegin_21","GainBegin_22","GainBegin_23","GainBegin_24","GainBegin_25","GainEnd_1","GainEnd_2","GainEnd_3","GainEnd_4","GainEnd_5","GainEnd_6","GainEnd_7","GainEnd_8","GainEnd_9","GainEnd_10","GainEnd_11","GainEnd_12","GainEnd_13","GainEnd_14","GainEnd_15","GainEnd_16","GainEnd_17","GainEnd_18","GainEnd_19","GainEnd_20","GainEnd_21","GainEnd_22","GainEnd_23","GainEnd_24","GainEnd_25","LossNodeBegin_1","LossNodeBegin_2","LossNodeBegin_3","LossNodeBegin_4","LossNodeBegin_5","LossNodeBegin_6","LossNodeBegin_7","LossNodeBegin_8","LossNodeBegin_9","LossNodeBegin_10","LossNodeBegin_11","LossNodeBegin_12","LossNodeBegin_13","LossNodeBegin_14","LossNodeBegin_15","LossNodeBegin_16","LossNodeBegin_17","LossNodeBegin_18","LossNodeBegin_19","LossNodeBegin_20","LossNodeBegin_21","LossNodeBegin_22","LossNodeBegin_23","LossNodeBegin_24","LossNodeBegin_25","LossNodeEnd_1","LossNodeEnd_2","LossNodeEnd_3","LossNodeEnd_4","LossNodeEnd_5","LossNodeEnd_6","LossNodeEnd_7","LossNodeEnd_8","LossNodeEnd_9","LossNodeEnd_10","LossNodeEnd_11","LossNodeEnd_12","LossNodeEnd_13","LossNodeEnd_14","LossNodeEnd_15","LossNodeEnd_16","LossNodeEnd_17","LossNodeEnd_18","LossNodeEnd_19","LossNodeEnd_20","LossNodeEnd_21","LossNodeEnd_22","LossNodeEnd_23","LossNodeEnd_24","LossNodeEnd_25","LossBegin_1","LossBegin_2","LossBegin_3","LossBegin_4","LossBegin_5","LossBegin_6","LossBegin_7","LossBegin_8","LossBegin_9","LossBegin_10","LossBegin_11","LossBegin_12","LossBegin_13","LossBegin_14","LossBegin_15","LossBegin_16","LossBegin_17","LossBegin_18","LossBegin_19","LossBegin_20","LossBegin_21","LossBegin_22","LossBegin_23","LossBegin_24","LossBegin_25","LossEnd_1","LossEnd_2","LossEnd_3","LossEnd_4","LossEnd_5","LossEnd_6","LossEnd_7","LossEnd_8","LossEnd_9","LossEnd_10","LossEnd_11","LossEnd_12","LossEnd_13","LossEnd_14","LossEnd_15","LossEnd_16","LossEnd_17","LossEnd_18","LossEnd_19","LossEnd_20","LossEnd_21","LossEnd_22","LossEnd_23","LossEnd_24","LossEnd_25"
6445,"2Rate","Non",19,4,287.63,244.78,318,392,394,397,399,405,405,477,477,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,170,171,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,281.668784,62.3170450000001,123.84,128.72,92.8699570000001,251.930273,251.930273,235.248212,235.248212,84.480001,59.742069,84.04,204.805906,235.053567,47.763284,75.215838,229.7,221.28,287.63,NA,NA,NA,NA,NA,NA,0,0,70.3900000000001,69.31,42.34,0,244.78,0,0,0,0,74.11,120.490603,109.94,0,0,157.591388,179.17,193.09,NA,NA,NA,NA,NA,NA,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.145547,132.855127,139.409921,157.888056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6492,"2Rate","Non",18,5,316.3,286.63,318,392,394,397,399,405,405,476,505,506,554,554,556,559,573,568,558,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,477,193,194,245,246,557,560,263,268,578,587,NA,NA,NA,NA,NA,NA,NA,256.341028,73.331463,142.34,129.46,104.044691,291.595538,291.595538,290.177001,100.01,71.04235,122.77,122.77,196.432594,231.604083,65.4701329999999,103.028683,252.414438,316.3,NA,NA,NA,NA,NA,NA,NA,0,0,64.72,40.22,63.52,0,286.63,228.0413,0,0,0,0,114.782038,143.36,0,0,185.88,229.71,NA,NA,NA,NA,NA,NA,NA,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.780246,159.289274,168.046418,186.611118,158.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6547,"2Rate","Non",17,6,321.38,262.89,318,392,394,390,405,405,476,505,506,553,556,559,573,568,578,578,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,579,581,587,NA,NA,NA,NA,NA,NA,NA,NA,304.763855,74.321269,156.65,194.74,268.873796,268.873796,277.003999,79.45,56.5398700000001,78.92,194.219271,225.270266,69.81258,105.030313,221.82,221.82,321.38,NA,NA,NA,NA,NA,NA,NA,NA,0,0,93.1699999999999,132.7,0,262.89,192.115843,0,0,69.34,115.321138,135.5,0,0,158.003733,192.19,159.61,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.971126,135.074832,148.500807,158.44482,179.017028,192.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6586,"2Rate","Non",17,5,316.43,268.69,318,392,394,390,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,NA,271.481602,71.017521,124.28,173,289.092472,289.092472,296.909174,96.52,67.514239,135.629999,224.099328,253.358989,65.653053,95.771178,230.39,211.48,316.43,NA,NA,NA,NA,NA,NA,NA,NA,0,0,77.9299999999999,115.31,0,268.69,220.91334,0,0,118.079999,134.45276,177.250001,0,0,114.871132,162.78,104.6,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.355645,141.839441,171.917261,183.25308,196.937174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6677,"2Rate","Non",17,5,249.8,200.9,318,392,394,390,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,NA,222.473524,54.877325,119.01,165.66,226.610397,226.610397,226.950372,91.9700009999999,64.2266269999999,70.54,164.570813,194.052036,44.763124,64.001379,197.650001,164.820001,249.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,49.41,92.34,0,200.9,163.199717,0,0,48.8699999999999,96.652718,124.400001,0,0,108.441935,86.260001,161.04,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.712634,104.201034,127.198256,130.925126,143.174432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6692,"2Rate","Non",16,6,250.34,211.4,318,392,394,390,405,405,476,505,506,553,556,559,573,568,558,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,578,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.758709,67.071566,129.05,167.81,232.333101,232.333101,233.924513,75.71,51.491725,70.13,175.414048,199.119196,50.2288130000001,72.660857,213.121347,250.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,59.49,100.01,0,211.4,176.522572,0,0,58.5,104.904043,139.37,0,0,172.53,115.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7292189999999,110.433287,116.58473,124.533629,143.161172,148.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6776,"2Rate","Non",16,6,340.19,291.53,318,392,394,390,405,405,476,505,506,553,556,559,573,568,558,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,578,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.954353,91.0400580000002,165.15,227.29,302.689804,302.689804,322.242136,118.77,84.8880940000001,159.65,245.495342,271.151813,66.1982020000001,92.4138740000001,292.252945,340.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,115.32,101.15,0,291.53,239.00771,0,0,133.8,145.972094,185.950001,0,0,241.7,221.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9173610000001,153.324338,193.416482,200.111409,215.146036,215.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6943,"2Rate","Non",18,6,274.751322,251.06,318,392,394,390,405,405,477,477,505,506,553,556,559,573,568,578,578,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,170,171,193,194,554,557,560,263,268,579,581,587,NA,NA,NA,NA,NA,NA,NA,274.751322,55.590972,110.75,150.03,259.959156,259.959156,241.150625,241.150625,108.2,77.2117889999999,92.6399999999999,208.078593,232.141978,41.0741659999999,64.6846179999999,200.100001,200.100001,272.18,NA,NA,NA,NA,NA,NA,NA,0,0,76.74,68.57,0,251.06,0,0,0,0,75.4399999999999,123.214405,158.500001,0,0,83.9698699999999,163.550001,197.32,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.630054,148.420751,177.642548,185.111942,195.916076,163.550001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7081,"2Rate","Non",18,5,285.24,256.82,318,392,394,390,405,405,477,477,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,170,171,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,282.482716,66.5200530000001,123.58,171.71,263.530671,263.530671,244.865442,244.865442,122.45,87.793329,88.71,220.845531,248.04506,86.820782,136.412074,240.249999,200.049999,285.24,NA,NA,NA,NA,NA,NA,NA,0,0,71.0800000000001,89.1900000000001,0,256.82,0,0,0,0,69.7,131.601306,158.62,0,0,110.777801,174.539999,182.9,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.180525,136.117493,163.23222,169.25126,179.909708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7086,"2Rate","Non",16,6,299.13,269.66695,318,392,394,390,386,476,505,506,553,556,559,573,568,578,578,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,405,477,193,194,554,557,560,263,268,579,581,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.663032,62.785989,131.72,188.15,274.19,284.556922,98.319999,70.131586,86.259999,197.407371,233.438928,81.311091,127.657653,210.439999,210.439999,299.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,72.95,110.39,269.66695,234.50647,0,0,77.039999,115.650508,133.919999,0,0,121.398334,195.119999,193.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.97707,145.135044,161.418136,169.022329,187.015033,195.119999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7158,"2Rate","Non",18,5,299.71,274.46,318,392,394,390,405,405,477,477,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,170,171,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,279.068669,59.651855,119.58,175.85,280.613833,280.613833,241.062699,241.062699,115.980001,82.884,122.100001,215.053513,232.722214,56.799048,89.423094,215.64,169.02,299.71,NA,NA,NA,NA,NA,NA,NA,0,0,86.04,112.81,0,274.46,0,0,0,0,92.930001,127.061555,107.25,0,0,128.69161,116.93,216.25,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.733264,132.684587,141.672304,150.844005,169.534593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7172,"2Rate","Non",17,5,292.67,258.43,318,392,394,397,399,405,405,476,505,506,553,556,559,573,568,558,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,477,193,194,554,557,560,263,268,578,587,NA,NA,NA,NA,NA,NA,NA,NA,288.441391,62.156639,138.44,136.55,111.69331,253.012894,253.012894,274.449205,88.649999,62.237308,100.850001,198.493014,213.7561,51.613464,80.4636869999999,239.834618,292.67,NA,NA,NA,NA,NA,NA,NA,NA,0,0,83.12,34.05,68.32,0,228.73,217.091674,0,0,63.720001,116.92867,113.75,0,0,181.63,258.43,NA,NA,NA,NA,NA,NA,NA,NA,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.985757,138.112931,143.923148,156.429507,173.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7218,"2Rate","Non",17,6,315.025207,245.66,318,392,394,390,405,405,477,477,505,506,553,556,559,573,568,558,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,170,171,193,194,554,557,560,263,268,578,587,NA,NA,NA,NA,NA,NA,NA,NA,315.025207,68.4818899999999,138.07,200.86,284.734276,284.734276,287.67529,287.67529,84.080001,59.292358,84.929999,254.273517,266.607732,65.6645479999999,103.384305,288.975662,311.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,90.9199999999999,100.26,0,245.66,0,0,0,0,65.8299989999999,153.218429,136.49,0,0,208.21,209.4,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.505912,135.079496,158.85024,165.943288,178.049472,201.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7429,"2Rate","Non",18,5,292.24,253.92,318,392,394,397,397,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,399,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,280.659996,76.049624,146.66,120.81,120.81,268.490543,268.490543,269.786341,92.069999,65.355743,100.08,204.737423,232.021102,67.9376609999999,106.899976,209.08,198.73,292.24,NA,NA,NA,NA,NA,NA,NA,0,0,76.1299999999999,60.51,97.097294,0,253.92,226.666677,0,0,62.54,120.883265,159.57,0,0,127.47085,146.49,199.56,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.097294,142.861995,165.295977,173.690325,187.549843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7434,"2Rate","Non",18,4,287.45,263.54,318,392,394,397,399,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,276.975038,67.1371280000001,123.68,147.3,114.091829,271.18311,271.18311,260.93892,85.779999,61.1030060000001,79.1199990000001,194.050659,221.683107,69.10213,108.609666,213.549999,210.339999,287.45,NA,NA,NA,NA,NA,NA,NA,0,0,69.1200000000001,26.9900000000001,50.2300000000001,0,263.54,207.210961,0,0,62.9999990000001,114.400791,124.579999,0,0,121.982354,126.689999,193.7,NA,NA,NA,NA,NA,NA,NA,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.069064,189.819551,197.761199,210.468552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7438,"2Rate","Non",18,6,321.06,291.08,318,392,394,390,405,405,477,477,505,506,553,556,559,573,568,578,578,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,170,171,193,194,554,557,560,263,268,579,581,587,NA,NA,NA,NA,NA,NA,NA,310.536927,58.736119,126.97,183.84,299.987076,299.987076,270.439459,270.439459,99.6499990000001,70.5478390000001,105.49,235.588257,260.057182,82.2657400000001,129.352826,227.85,227.85,321.06,NA,NA,NA,NA,NA,NA,NA,0,0,88.55,112.55,0,291.08,0,0,0,0,68.3500000000001,139.213051,141.940001,0,0,127.694268,211.79,159.55,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4299,168.758453,203.406295,211.339368,222.803327,211.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7454,"2Rate","Non",17,5,285.99,252.31,318,392,394,390,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,NA,285.228657,54.8378569999999,118.02,156.49,251.034861,251.034861,267.692884,103.52,73.843235,104.7,205.837692,232.638974,38.8669899999999,61.208229,226.6,205.12,285.99,NA,NA,NA,NA,NA,NA,NA,NA,0,0,81.2099999999999,88.4399999999999,0,243.1,218.734899,0,0,73.7699999999999,121.987545,150.84,0,0,198.676622,172.38,252.31,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.271228,137.484852,159.610254,167.10672,180.414942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7510,"2Rate","Non",19,5,284.33,246.07,318,392,394,397,397,405,405,477,477,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,12,81,396,398,399,97,406,170,171,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,261.643023,52.788535,109.59,105.95,105.95,257.944776,257.944776,234.181381,234.181381,86.0000000000001,60.8918420000001,90.0300000000001,205.58701,229.732194,46.198222,72.7436950000001,217.43,199.8,284.33,NA,NA,NA,NA,NA,NA,0,0,77.86,32.9,79.3613,0,246.07,0,0,0,0,76.9700000000001,121.417271,124.299999,0,0,106.144406,146.75,242.52,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3613,125.1101,152.31836,155.612355,165.481187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7631,"2Rate","Non",17,5,333.07,300.68,318,392,394,390,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,NA,290.186206,66.920088,158.03,195.65,311.834877,311.834877,298.018659,93.899999,67.967203,118.840001,207.078334,249.996919,93.978259,136.947406,248.98,219.2,333.07,NA,NA,NA,NA,NA,NA,NA,NA,0,0,73.32,125.99,0,300.68,137.463706,0,0,100.880001,133.32533,134.899999,0,0,105.490766,177.17,173.21,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.474437,139.520966,203.078413,209.334255,221.53047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
